segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,articolo_id
32014L0023__articolo__49,32014L0023,32014L0023,articolo,49,ok,"[{""testo"": ""Gli atti delegati adottati ai sensi del presente articolo entrano in vigore immediatamente e si applicano finché non siano sollevate obiezioni"", ""layer"": ""L2"", ""motivo"": ""This sets the operational rule for the urgent procedure and the immediate applicability of delegated acts.""}, {""testo"": ""La notifica di un atto delegato al Parlamento europeo e al Consiglio illustra i motivi del ricorso alla procedura d’urgenza"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural reporting requirement for the use of the urgency procedure.""}, {""testo"": ""Il Parlamento europeo o il Consiglio possono sollevare obiezioni a un atto delegato"", ""layer"": ""L1"", ""motivo"": ""This reflects the institutional control power of Parliament and Council over delegated acts.""}, {""testo"": ""la Commissione abroga l’atto immediatamente"", ""layer"": ""L2"", ""motivo"": ""This describes the procedural consequence and enforcement mechanism following objections.""}]",70.0,30.0,49
32014L0023__articolo__50,32014L0023,32014L0023,articolo,50,ok,"[{""testo"": ""La Commissione è assistita dal comitato consultivo per gli appalti di lavori pubblici"", ""layer"": ""L1"", ""motivo"": ""This establishes an institutional role for a committee assisting the Commission.""}, {""testo"": ""Esso è un comitato ai sensi del regolamento (UE) n. 182/2011"", ""layer"": ""L1"", ""motivo"": ""This identifies the committee's legal status within the EU comitology framework.""}, {""testo"": ""Nei casi in cui è fatto riferimento al presente articolo, si applica l’articolo 4 del regolamento (UE) n. 182/2011"", ""layer"": ""L2"", ""motivo"": ""This specifies the procedural rule to be applied when the article is invoked.""}]",20.0,80.0,50
32014L0023__articolo__51,32014L0023,32014L0023,articolo,51,ok,"[{""testo"": ""Gli Stati membri mettono in vigore ... entro il 18 aprile 2016"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete implementation deadline, which is an operational rule.""}, {""testo"": ""Essi comunicano immediatamente alla Commissione il testo di tali disposizioni"", ""layer"": ""L2"", ""motivo"": ""This establishes a reporting obligation and procedure for notification.""}, {""testo"": ""Le disposizioni adottate ... contengono un riferimento alla presente direttiva"", ""layer"": ""L2"", ""motivo"": ""This prescribes a technical requirement for how national measures must reference the directive.""}, {""testo"": ""Le modalità del riferimento sono stabilite dagli Stati membri"", ""layer"": ""L1"", ""motivo"": ""This leaves a limited implementation choice to Member States, but it is ancillary to the main transposition procedure.""}, {""testo"": ""Gli Stati membri comunicano alla Commissione il testo delle disposizioni fondamentali di diritto interno"", ""layer"": ""L2"", ""motivo"": ""This is another monitoring/reporting requirement concerning national implementation.""}]",20.0,80.0,51
32014L0023__articolo__52,32014L0023,32014L0023,articolo,52,ok,"[{""testo"": ""Disposizioni transitorie"", ""layer"": ""L2"", ""motivo"": ""This indicates a transitional application rule, which is operational in nature.""}, {""testo"": ""I riferimenti ... si intendono fatti alla presente direttiva"", ""layer"": ""L1"", ""motivo"": ""This establishes how legal references are to be interpreted within the directive, affecting the scope and legal framework.""}]",90.0,10.0,52
32014L0023__articolo__53,32014L0023,32014L0023,articolo,53,ok,"[{""testo"": ""La Commissione valuta gli effetti economici sul mercato interno"", ""layer"": ""L2"", ""motivo"": ""This sets a monitoring and evaluation duty, which is an operational reporting function.""}, {""testo"": ""trasmette una relazione in proposito al Parlamento europeo e al Consiglio entro il 18 aprile 2019"", ""layer"": ""L2"", ""motivo"": ""This specifies a reporting obligation and deadline, which are procedural implementation details.""}, {""testo"": ""L’adeguatezza del livello delle soglie è esaminata"", ""layer"": ""L2"", ""motivo"": ""This requires a review of threshold adequacy, which is a technical monitoring mechanism.""}, {""testo"": ""La Commissione valuta inoltre gli effetti economici sul mercato interno delle esclusioni previste all’articolo 12"", ""layer"": ""L2"", ""motivo"": ""This is another evaluation and review task, characteristic of Level 2.""}, {""testo"": ""La Commissione esamina il funzionamento della presente direttiva e riferisce ... ogni cinque anni"", ""layer"": ""L2"", ""motivo"": ""This establishes periodic review and reporting, which are operational and procedural rules.""}, {""testo"": ""proporre un aumento degli importi delle soglie applicabili"", ""layer"": ""L1"", ""motivo"": ""This concerns possible amendment of threshold levels, touching on a substantive policy choice.""}]",20.0,80.0,53
32014L0023__articolo__54,32014L0023,32014L0023,articolo,54,ok,"[{""testo"": ""La presente direttiva entra in vigore il ventesimo giorno successivo alla pubblicazione nella Gazzetta ufficiale dell’Unione europea"", ""layer"": ""L2"", ""motivo"": ""This sets a technical commencement rule and timing for application.""}, {""testo"": ""La presente direttiva non si applica all’aggiudicazione di concessioni per le quali è stata presentata un’offerta o che sono state aggiudicate prima del 17 aprile 2014"", ""layer"": ""L1"", ""motivo"": ""This establishes the directive's temporal scope and a key exclusion from its application.""}]",80.0,20.0,54
32014L0023__articolo__55,32014L0023,32014L0023,articolo,55,ok,"[{""testo"": ""Gli Stati membri sono destinatari della presente direttiva"", ""layer"": ""L1"", ""motivo"": ""This identifies the addressees of the directive, which is a core scope/institutional provision.""}]",100.0,0.0,55
32014L0024__articolo__1,32014L0024,32014L0024,articolo,1,ok,"[{""testo"": ""Oggetto e ambito di applicazione"", ""layer"": ""L1"", ""motivo"": ""This sets the subject matter and scope of the directive, which is a core Level 1 function.""}, {""testo"": ""la presente direttiva stabilisce norme sulle procedure per gli appalti"", ""layer"": ""L2"", ""motivo"": ""This refers to procedural rules, which are operational and therefore Level 2 in nature.""}, {""testo"": ""il cui valore è stimato come non inferiore alle soglie stabilite all’articolo 4"", ""layer"": ""L2"", ""motivo"": ""This uses a quantitative threshold to determine application, a typical Level 2 specification.""}, {""testo"": ""si parla di appalto quando una o più amministrazioni aggiudicatrici acquisiscono"", ""layer"": ""L1"", ""motivo"": ""This provides a legal definition of a key concept, which is a Level 1 element.""}, {""testo"": ""L’applicazione della presente direttiva è soggetta all’articolo 346 TFUE"", ""layer"": ""L1"", ""motivo"": ""This sets a general legal limitation on the directive's scope, supporting a Level 1 classification.""}, {""testo"": ""La presente direttiva fa salva la libertà, per gli Stati membri, di definire"", ""layer"": ""L1"", ""motivo"": ""This preserves Member State competence and allocates institutional discretion, which is a core framework choice.""}]",80.0,20.0,1
32014L0024__articolo__2,32014L0024,32014L0024,articolo,2,ok,"[{""testo"": ""Articolo 2 Definizioni"", ""layer"": ""L1"", ""motivo"": ""The provision primarily defines the key concepts used throughout the directive, which is a core Level 1 function.""}, {""testo"": ""«amministrazioni aggiudicatrici»: lo Stato, le autorità regionali o locali, gli organismi di diritto pubblico"", ""layer"": ""L1"", ""motivo"": ""This establishes a fundamental legal definition that determines the directive's scope and who is covered.""}, {""testo"": ""«appalti pubblici»: contratti a titolo oneroso stipulati per iscritto"", ""layer"": ""L1"", ""motivo"": ""This defines a central legal term essential to the regulatory framework.""}, {""testo"": ""«organismi di diritto pubblico»: gli organismi che hanno tutte le seguenti caratteristiche"", ""layer"": ""L1"", ""motivo"": ""This sets out a core definitional test for a key category of entities under the directive.""}, {""testo"": ""«mezzo elettronico»: uno strumento elettronico per l'elaborazione"", ""layer"": ""L2"", ""motivo"": ""This is a technical operational definition that supports application of the rules rather than setting the framework itself.""}]",90.0,10.0,2
32014L0024__articolo__3,32014L0024,32014L0024,articolo,3,ok,"[{""testo"": ""I contratti aventi ad oggetto due o più tipi di appalto ... sono aggiudicati secondo le disposizioni applicabili al tipo di appalti che caratterizza l’oggetto principale del contratto"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule for how to determine the applicable regime in mixed contracts.""}, {""testo"": ""l’oggetto principale è determinato in base al valore stimato più elevato"", ""layer"": ""L2"", ""motivo"": ""This provides a technical benchmark for identifying the main object of the contract.""}, {""testo"": ""Se le diverse parti di un determinato contratto sono oggettivamente separabili"", ""layer"": ""L2"", ""motivo"": ""This establishes a procedural condition for choosing the applicable rule.""}, {""testo"": ""le amministrazioni aggiudicatrici possono scegliere di aggiudicare appalti distinti ... o di aggiudicare un appalto unico"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational decision procedure for contracting authorities.""}, {""testo"": ""la presente direttiva si applica ... all’appalto misto che ne deriva"", ""layer"": ""L1"", ""motivo"": ""This reflects a general scope rule on when the directive applies.""}]",20.0,80.0,3
32014L0024__articolo__4,32014L0024,32014L0024,articolo,4,ok,"[{""testo"": ""La presente direttiva si applica agli appalti con un importo ... pari o superiore alle soglie seguenti"", ""layer"": ""L2"", ""motivo"": ""This sets an operational applicability threshold for when the directive applies.""}, {""testo"": ""5 186 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This is a quantitative benchmark defining a technical threshold.""}, {""testo"": ""134 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This specifies a numerical threshold for a particular category of contracts.""}, {""testo"": ""207 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This specifies another numerical threshold used for application of the directive.""}, {""testo"": ""750 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This sets a further quantitative threshold for social and other specific services.""}, {""testo"": ""per gli appalti pubblici di lavori"", ""layer"": ""L1"", ""motivo"": ""This identifies a category within the directive's scope, which has some framework character.""}]",20.0,80.0,4
32014L0024__articolo__5,32014L0024,32014L0024,articolo,5,ok,"[{""testo"": ""Il calcolo del valore stimato di un appalto è basato sull’importo totale pagabile, al netto dell’IVA"", ""layer"": ""L2"", ""motivo"": ""This sets a technical rule for how to calculate the estimated contract value.""}, {""testo"": ""si tiene conto del valore totale stimato per tutte le singole unità operative"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational calculation method for distinct operational units.""}, {""testo"": ""Un appalto non può essere frazionato allo scopo di evitare che rientri nell’ambito di applicazione della presente direttiva"", ""layer"": ""L1"", ""motivo"": ""This contains a general legal prohibition tied to the directive's scope.""}, {""testo"": ""il valore massimo stimato al netto dell’IVA del complesso dei contratti previsti durante l’intera durata dell’accordo quadro"", ""layer"": ""L2"", ""motivo"": ""This provides a specific technical benchmark for framework agreements.""}, {""testo"": ""il valore stimato complessivo della totalità di tali lotti"", ""layer"": ""L2"", ""motivo"": ""This establishes a concrete aggregation rule for lots.""}, {""testo"": ""il valore cumulato dei lotti è pari o superiore alla soglia di cui all’articolo 4"", ""layer"": ""L2"", ""motivo"": ""This uses a quantitative threshold to determine application of the directive.""}, {""testo"": ""il valore mensile moltiplicato per 48"", ""layer"": ""L2"", ""motivo"": ""This is a precise formula for calculating estimated value.""}]",10.0,90.0,5
32014L0024__articolo__6,32014L0024,32014L0024,articolo,6,ok,"[{""testo"": ""«Alla Commissione è conferito il potere di adottare atti delegati»"", ""layer"": ""L1"", ""motivo"": ""This is a delegation clause granting the Commission rule-making power, which is a Level 1 feature.""}, {""testo"": ""«la Commissione verifica ogni due anni che le soglie ... corrispondano»"", ""layer"": ""L2"", ""motivo"": ""This sets a recurring monitoring and review procedure, which is operational and technical.""}, {""testo"": ""«la Commissione calcola il valore di tali soglie»"", ""layer"": ""L2"", ""motivo"": ""This specifies the technical method for calculating thresholds, a Level 2 rule.""}, {""testo"": ""«Il valore delle soglie ... è arrotondato»"", ""layer"": ""L2"", ""motivo"": ""This provides a concrete technical adjustment rule for applying the threshold calculation.""}, {""testo"": ""«ogni due anni la Commissione determina, nelle valute nazionali»"", ""layer"": ""L2"", ""motivo"": ""This establishes a periodic operational process for determining national-currency values.""}, {""testo"": ""«La Commissione pubblica le soglie rivedute ... nella Gazzetta ufficiale»"", ""layer"": ""L2"", ""motivo"": ""This is a publication/reporting requirement, which is characteristic of Level 2.""}]",25.0,75.0,6
32014L0024__articolo__7,32014L0024,32014L0024,articolo,7,ok,"[{""testo"": ""La presente direttiva non si applica agli appalti pubblici e ai concorsi di progettazione"", ""layer"": ""L1"", ""motivo"": ""This sets the scope of the directive by defining exclusions from application.""}, {""testo"": ""di cui alla direttiva 2014/25/UE"", ""layer"": ""L1"", ""motivo"": ""This cross-references the legal framework that determines which procurement activities are covered.""}, {""testo"": ""per il perseguimento delle seguenti attività"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational list of specific activity categories to which the exclusion applies.""}, {""testo"": ""servizi speciali connessi a strumenti elettronici ed effettuati interamente per via elettronica"", ""layer"": ""L2"", ""motivo"": ""This is a technical specification of a particular service category.""}]",90.0,10.0,7
32014L0024__articolo__8,32014L0024,32014L0024,articolo,8,ok,"[{""testo"": ""La presente direttiva non si applica agli appalti pubblici e ai concorsi di progettazione..."", ""layer"": ""L1"", ""motivo"": ""This sets a scope exclusion, which is a core definitional element of the directive.""}, {""testo"": ""principalmente finalizzati a permettere ... la messa a disposizione o la gestione di reti pubbliche di telecomunicazioni"", ""layer"": ""L1"", ""motivo"": ""This further defines the substantive scope of the exclusion by identifying the types of activities covered.""}, {""testo"": ""Ai fini del presente articolo, i termini «rete pubblica di comunicazioni» e «servizio di comunicazione elettronica» hanno lo stesso significato..."", ""layer"": ""L1"", ""motivo"": ""This provides a cross-reference definition of key terms, which is characteristic of Level 1.""}]",90.0,10.0,8
32014L0024__articolo__9,32014L0024,32014L0024,articolo,9,ok,"[{""testo"": ""La presente direttiva non si applica agli appalti pubblici e ai concorsi di progettazione"", ""layer"": ""L1"", ""motivo"": ""This sets a scope exclusion, which is a core framework rule.""}, {""testo"": ""in base a norme sugli appalti pubblici previste da un’organizzazione internazionale o da un’istituzione internazionale di finanziamento"", ""layer"": ""L1"", ""motivo"": ""This defines the category of excluded cases by reference to international rules and institutions.""}, {""testo"": ""Gli Stati membri comunicano tutti gli strumenti giuridici ... alla Commissione"", ""layer"": ""L2"", ""motivo"": ""This imposes a reporting/notification procedure.""}, {""testo"": ""la Commissione che può consultare il comitato consultivo per gli appalti pubblici"", ""layer"": ""L2"", ""motivo"": ""This describes an operational consultation mechanism.""}, {""testo"": ""le parti si accordano sulle procedure di aggiudicazione applicabili"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural rule for determining the applicable award procedures.""}]",80.0,20.0,9
32014L0024__articolo__10,32014L0024,32014L0024,articolo,10,ok,"[{""testo"": ""La presente direttiva non si applica agli appalti pubblici di servizi"", ""layer"": ""L1"", ""motivo"": ""This sets a core scope exclusion, defining what the directive does not cover.""}, {""testo"": ""Esclusioni specifiche per gli appalti di servizi"", ""layer"": ""L1"", ""motivo"": ""This is a scope-defining provision that determines the directive's material reach.""}, {""testo"": ""Ai fini della presente lettera, i termini «servizi di media audiovisivi» e «fornitori di servizi di media» hanno rispettivamente lo stesso significato di cui all’articolo 1"", ""layer"": ""L1"", ""motivo"": ""This provides cross-referenced definitions, which are characteristic of Level 1.""}, {""testo"": ""Il termine «programma» ha lo stesso significato di cui all’articolo 1, paragrafo 1, lettera b), di tale direttiva"", ""layer"": ""L1"", ""motivo"": ""This is another definitional clause establishing the meaning of a key term.""}, {""testo"": ""concernenti i servizi d’arbitrato e di conciliazione"", ""layer"": ""L1"", ""motivo"": ""This identifies a category of excluded services, contributing to the scope framework.""}, {""testo"": ""concernenti uno qualsiasi dei seguenti servizi legali"", ""layer"": ""L1"", ""motivo"": ""This lists excluded service categories, which primarily affects scope rather than technical implementation.""}, {""testo"": ""Ai fini della presente disposizione il termine «materiale associato ai programmi» ha lo stesso significato di «programma»"", ""layer"": ""L1"", ""motivo"": ""This is a definitional clarification tied to the scope exclusion.""}, {""testo"": ""identificati con i codici CPV 75250000-3, 75251000-0, 75251100-1"", ""layer"": ""L2"", ""motivo"": ""The use of CPV codes is a technical operational specification used to identify covered services.""}]",90.0,10.0,10
32014L0024__articolo__11,32014L0024,32014L0024,articolo,11,ok,"[{""testo"": ""La presente direttiva non si applica"", ""layer"": ""L1"", ""motivo"": ""This sets the scope of the directive by defining an exclusion from its application.""}, {""testo"": ""in base a un diritto esclusivo"", ""layer"": ""L1"", ""motivo"": ""This identifies a substantive legal condition that determines whether the exclusion applies.""}, {""testo"": ""disposizioni legislative o regolamentari o di disposizioni amministrative pubblicate che siano compatibili con il TFUE"", ""layer"": ""L2"", ""motivo"": ""This adds an operational/legal validity requirement for the exclusive right, specifying the form and compatibility condition.""}]",80.0,20.0,11
32014L0024__articolo__12,32014L0024,32014L0024,articolo,12,ok,"[{""testo"": ""non rientra nell’ambito di applicazione della presente direttiva"", ""layer"": ""L1"", ""motivo"": ""This sets a core scope/exclusion rule for when the directive does not apply.""}, {""testo"": ""quando siano soddisfatte tutte le seguenti condizioni"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational test made up of specific conditions for application.""}, {""testo"": ""oltre l’80 % delle attività"", ""layer"": ""L2"", ""motivo"": ""This is a quantitative benchmark used to operationalize the rule.""}, {""testo"": ""si prende in considerazione il fatturato totale medio"", ""layer"": ""L2"", ""motivo"": ""This specifies the method for calculating the relevant threshold.""}, {""testo"": ""gli organi decisionali della persona giuridica controllata sono composti da rappresentanti"", ""layer"": ""L2"", ""motivo"": ""This lays down a technical criterion for joint control.""}, {""testo"": ""il contratto stabilisce o realizza una cooperazione"", ""layer"": ""L2"", ""motivo"": ""This defines the operational conditions for inter-authority cooperation.""}]",35.0,65.0,12
32014L0024__articolo__13,32014L0024,32014L0024,articolo,13,ok,"[{""testo"": ""La presente direttiva si applica all’aggiudicazione dei seguenti contratti"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of application of the directive.""}, {""testo"": ""appalti di lavori sovvenzionati direttamente in misura superiore al 50 %"", ""layer"": ""L2"", ""motivo"": ""This sets a quantitative threshold for when the rule applies.""}, {""testo"": ""il cui valore stimato, al netto dell’IVA, sia pari o superiore a 5 186 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This establishes a technical monetary benchmark.""}, {""testo"": ""il cui valore stimato, al netto dell’IVA, sia pari o superiore a 207 000 EUR"", ""layer"": ""L2"", ""motivo"": ""This establishes another operational threshold for application.""}, {""testo"": ""Le amministrazioni aggiudicatrici ... garantiscono il rispetto della presente direttiva"", ""layer"": ""L1"", ""motivo"": ""This imposes a general obligation on contracting authorities.""}]",70.0,30.0,13
32014L0024__articolo__14,32014L0024,32014L0024,articolo,14,ok,"[{""testo"": ""La presente direttiva si applica solamente ai contratti per servizi di ricerca e sviluppo"", ""layer"": ""L1"", ""motivo"": ""This defines the scope of application of the directive.""}, {""testo"": ""identificati con i codici CPV da 73000000-2 a 73120000-9, 73300000-5, 73420000-2 o 73430000-5"", ""layer"": ""L2"", ""motivo"": ""This provides a technical classification criterion using CPV codes.""}, {""testo"": ""purché siano soddisfatte entrambe le condizioni seguenti"", ""layer"": ""L2"", ""motivo"": ""This sets operational conditions for applying the rule.""}, {""testo"": ""i risultati appartengono esclusivamente all’amministrazione aggiudicatrice"", ""layer"": ""L1"", ""motivo"": ""This establishes a substantive legal condition affecting the scope of the directive.""}, {""testo"": ""la prestazione del servizio è interamente retribuita dall’amministrazione aggiudicatrice"", ""layer"": ""L2"", ""motivo"": ""This is a specific operational requirement concerning payment.""}]",70.0,30.0,14
32014L0024__articolo__15,32014L0024,32014L0024,articolo,15,ok,"[{""testo"": ""La presente direttiva si applica all’aggiudicazione di appalti pubblici e ai concorsi di progettazione indetti nei settori della difesa e della sicurezza"", ""layer"": ""L1"", ""motivo"": ""This defines the directive’s scope of application in the defence and security sector.""}, {""testo"": ""fatta eccezione per i seguenti appalti"", ""layer"": ""L1"", ""motivo"": ""This sets out core exclusions from the scope, which is a fundamental framework choice.""}, {""testo"": ""La presente direttiva non si applica ... nella misura in cui la tutela degli interessi essenziali di sicurezza di uno Stato membro non possa essere garantita mediante misure meno invasive"", ""layer"": ""L1"", ""motivo"": ""This establishes a general substantive exemption based on essential security interests.""}, {""testo"": ""Qualora l’attribuzione e l’esecuzione dell’appalto pubblico o del concorso di progettazione siano dichiarate segrete o debbano essere accompagnate da speciali misure di sicurezza"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational condition for when the exemption applies, tied to secrecy and special security measures.""}]",80.0,20.0,15
32014L0024__articolo__16,32014L0024,32014L0024,articolo,16,ok,"[{""testo"": ""Nel caso di appalti misti ... si applica il presente articolo"", ""layer"": ""L2"", ""motivo"": ""This sets the operational rule for how mixed contracts are handled.""}, {""testo"": ""Se le diverse parti ... sono oggettivamente separabili"", ""layer"": ""L2"", ""motivo"": ""This provides a technical criterion for determining separability.""}, {""testo"": ""le amministrazioni aggiudicatrici possono scegliere di aggiudicare appalti distinti ... o di aggiudicare un appalto unico"", ""layer"": ""L2"", ""motivo"": ""This specifies the procedure available to contracting authorities.""}, {""testo"": ""per determinare il regime giuridico applicabile si applicano i seguenti criteri"", ""layer"": ""L2"", ""motivo"": ""This is an application rule that operationalizes the legal regime.""}, {""testo"": ""se parte di un determinato appalto è disciplinata dall’articolo 346 TFUE"", ""layer"": ""L1"", ""motivo"": ""This references a core treaty-based scope exclusion affecting the applicable legal framework.""}, {""testo"": ""la decisione di aggiudicare un appalto unico ... non deve essere presa allo scopo di escludere appalti"", ""layer"": ""L2"", ""motivo"": ""This is an enforcement/anti-circumvention rule governing application.""}]",35.0,65.0,16
32014L0024__articolo__17,32014L0024,32014L0024,articolo,17,ok,"[{""testo"": ""La presente direttiva non si applica agli appalti pubblici e ai concorsi di progettazione"", ""layer"": ""L1"", ""motivo"": ""This sets a core scope exclusion, defining when the directive does not apply.""}, {""testo"": ""concernenti aspetti di difesa o di sicurezza"", ""layer"": ""L1"", ""motivo"": ""This identifies the substantive subject-matter covered by the exclusion, which is a scope definition.""}, {""testo"": ""un accordo o un’intesa internazionale"", ""layer"": ""L1"", ""motivo"": ""This specifies the category of international arrangements that trigger the exemption.""}, {""testo"": ""Tutti gli accordi o le intese ... sono comunicati alla Commissione"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational reporting requirement to the Commission.""}, {""testo"": ""le parti si accordano sulle procedure d’appalto applicabili"", ""layer"": ""L2"", ""motivo"": ""This concerns the procedural application of procurement rules in a specific case.""}]",80.0,20.0,17
32014L0024__articolo__18,32014L0024,32014L0024,articolo,18,ok,"[{""testo"": ""Le amministrazioni aggiudicatrici trattano gli operatori economici su un piano di parità e in modo non discriminatorio e agiscono in maniera trasparente e proporzionata"", ""layer"": ""L1"", ""motivo"": ""This sets out core general principles and obligations governing procurement conduct.""}, {""testo"": ""La concezione della procedura di appalto non ha l’intento di escludere quest’ultimo dall’ambito di applicazione della presente direttiva né di limitare artificialmente la concorrenza"", ""layer"": ""L1"", ""motivo"": ""This clarifies the scope and fundamental policy objective of preserving competition.""}, {""testo"": ""Gli Stati membri adottano misure adeguate per garantire che gli operatori economici, nell’esecuzione di appalti pubblici, rispettino gli obblighi applicabili in materia di diritto ambientale, sociale e del lavoro"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational compliance and enforcement requirement for Member States.""}]",70.0,30.0,18
32014L0024__articolo__19,32014L0024,32014L0024,articolo,19,ok,"[{""testo"": ""Gli operatori economici ... non possono essere respinti soltanto per il fatto che ... avrebbero dovuto essere persone fisiche o persone giuridiche"", ""layer"": ""L1"", ""motivo"": ""This sets a general substantive rule on who may participate and cannot be excluded.""}, {""testo"": ""I raggruppamenti di operatori economici ... sono autorizzati a partecipare a procedure di appalto"", ""layer"": ""L1"", ""motivo"": ""This establishes a core participation right for groups of economic operators.""}, {""testo"": ""non possono essere obbligati ... ad avere una forma giuridica specifica"", ""layer"": ""L1"", ""motivo"": ""This is a general legal condition governing market access and participation.""}, {""testo"": ""le amministrazioni aggiudicatrici possono specificare nei documenti di gara le modalità con cui i raggruppamenti ... devono ottemperare ai requisiti"", ""layer"": ""L2"", ""motivo"": ""This provides an operational procedure for how contracting authorities may specify compliance methods.""}, {""testo"": ""Gli Stati membri possono stabilire le condizioni generali relative all’ottemperanza a tali modalità"", ""layer"": ""L2"", ""motivo"": ""This concerns implementation details and technical conditions for compliance.""}, {""testo"": ""possono imporre ... di assumere una forma giuridica specifica una volta che sia stato loro aggiudicato l’appalto"", ""layer"": ""L2"", ""motivo"": ""This is a procedural post-award requirement tied to execution of the contract.""}]",75.0,25.0,19
32014L0024__articolo__20,32014L0024,32014L0024,articolo,20,ok,"[{""testo"": ""Gli Stati membri possono riservare il diritto di partecipazione alle procedure di appalto"", ""layer"": ""L1"", ""motivo"": ""This sets a general policy option and allocates a power to Member States, which is a core legal choice.""}, {""testo"": ""a laboratori protetti e ad operatori economici il cui scopo principale sia l’integrazione sociale e professionale delle persone con disabilità o svantaggiate"", ""layer"": ""L1"", ""motivo"": ""This defines the category of eligible entities and the social objective, which is a substantive scope/definition element.""}, {""testo"": ""quando almeno il 30 % dei lavoratori ... sia composto da lavoratori con disabilità o da lavoratori svantaggiati"", ""layer"": ""L2"", ""motivo"": ""This introduces a quantitative operational threshold for applying the rule.""}, {""testo"": ""L’avviso di indizione di gara fa riferimento al presente articolo"", ""layer"": ""L2"", ""motivo"": ""This is a procedural requirement concerning how the rule is implemented in procurement notices.""}]",80.0,20.0,20
32014L0024__articolo__21,32014L0024,32014L0024,articolo,21,ok,"[{""testo"": ""l’amministrazione aggiudicatrice non rivela informazioni comunicate dagli operatori economici e da essi considerate riservate"", ""layer"": ""L1"", ""motivo"": ""This establishes a general confidentiality obligation for contracting authorities, which is a core legal duty.""}, {""testo"": ""salvo che non sia altrimenti previsto nella presente direttiva o nella legislazione nazionale"", ""layer"": ""L1"", ""motivo"": ""This sets the legal scope and hierarchy of applicable rules, which is a framework-level choice.""}, {""testo"": ""le amministrazioni aggiudicatrici possono imporre agli operatori economici condizioni intese a proteggere la natura confidenziale"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational mechanism for protecting confidentiality during the procurement procedure.""}]",80.0,20.0,21
32014L0024__articolo__22,32014L0024,32014L0024,articolo,22,ok,"[{""testo"": ""Gli Stati membri provvedono affinché tutte le comunicazioni e gli scambi di informazioni ... siano eseguiti utilizzando mezzi di comunicazione elettronici"", ""layer"": ""L1"", ""motivo"": ""This sets a general obligation, but it is mainly operationalized through technical communication rules.""}, {""testo"": ""Gli strumenti e i dispositivi da utilizzare per comunicare per via elettronica, nonché le relative caratteristiche tecniche, hanno carattere non discriminatorio, sono comunemente disponibili e compatibili"", ""layer"": ""L2"", ""motivo"": ""This specifies technical requirements for electronic communication tools.""}, {""testo"": ""le amministrazioni aggiudicatrici non sono obbligate a richiedere mezzi di comunicazione elettronici ... nelle seguenti situazioni"", ""layer"": ""L2"", ""motivo"": ""This provides an operational exception list and application conditions.""}, {""testo"": ""la comunicazione orale può essere utilizzata ... purché il contenuto della comunicazione orale sia sufficientemente documentato"", ""layer"": ""L2"", ""motivo"": ""This lays down a procedural rule and documentation requirement.""}, {""testo"": ""le amministrazioni aggiudicatrici garantiscono che l’integrità dei dati e la riservatezza delle offerte ... siano mantenute"", ""layer"": ""L2"", ""motivo"": ""This is a compliance and security requirement with operational effect.""}, {""testo"": ""Per gli appalti pubblici di lavori ... gli Stati membri possono richiedere l’uso di strumenti elettronici specifici"", ""layer"": ""L1"", ""motivo"": ""This allocates a regulatory power to Member States, though in a technical context.""}, {""testo"": ""alla Commissione è conferito il potere di adottare atti delegati ... per modificare le modalità e le caratteristiche tecniche"", ""layer"": ""L1"", ""motivo"": ""This is a delegation clause empowering the Commission to update technical annexes.""}]",25.0,75.0,22
32014L0024__articolo__23,32014L0024,32014L0024,articolo,23,ok,"[{""testo"": ""“Riferimenti a nomenclature nel contesto degli appalti pubblici sono effettuati utilizzando il «Vocabolario comune per gli appalti pubblici» (CPV)”"", ""layer"": ""L1"", ""motivo"": ""This sets the reference framework for how nomenclature is to be identified in public procurement, which is a core definitional/structural rule.""}, {""testo"": ""“Alla Commissione è conferito il potere di adottare atti delegati”"", ""layer"": ""L1"", ""motivo"": ""This is a delegation clause granting the Commission power to amend the framework.""}, {""testo"": ""“per adattare i codici CPV ... quando i cambiamenti della nomenclatura CPV devono riflettersi nella presente direttiva”"", ""layer"": ""L2"", ""motivo"": ""This concerns technical updating of codes to reflect nomenclature changes, which is operational and implementation-oriented.""}]",80.0,20.0,23
