segment_id,celex,node_id,articolo_id,llm_status,pct__Foundational_and_structural_provisions,pct__Scope_and_exclusion_clauses,pct__Exception_and_derogation_clauses,pct__Implementation_and_procedural_rules,pct__Cross-reference_and_incorporation_clauses,pct__Technical_amending_provisions
l_120_2020__articolo__39,l_120_2020,l_120_2020,39,ok,5.0,18.0,12.0,40.0,10.0,15.0
l_120_2020__articolo__40 - bis,l_120_2020,l_120_2020,40 - bis,ok,5.0,0.0,10.0,45.0,15.0,25.0
l_120_2020__articolo__40 - quater,l_120_2020,l_120_2020,40 - quater,ok,12.0,8.0,14.0,28.0,10.0,28.0
l_120_2020__articolo__42,l_120_2020,l_120_2020,42,ok,5.0,8.0,18.0,24.0,5.0,40.0
l_120_2020__articolo__44 - bis,l_120_2020,l_120_2020,44 - bis,ok,15.0,5.0,20.0,25.0,10.0,25.0
l_120_2020__articolo__46,l_120_2020,l_120_2020,46,ok,5.0,0.0,0.0,25.0,10.0,60.0
l_120_2020__articolo__47,l_120_2020,l_120_2020,47,ok,22.0,8.0,14.0,26.0,6.0,24.0
l_120_2020__articolo__48 - bis,l_120_2020,l_120_2020,48 - bis,ok,10.0,5.0,10.0,15.0,20.0,40.0
l_120_2020__articolo__48 - ter,l_120_2020,l_120_2020,48 - ter,ok,2.0,10.0,45.0,20.0,0.0,23.0
l_120_2020__articolo__48 - quater,l_120_2020,l_120_2020,48 - quater,ok,15.0,8.0,7.0,60.0,5.0,5.0
l_120_2020__articolo__50,l_120_2020,l_120_2020,50,ok,18.0,6.0,12.0,42.0,7.0,15.0
l_120_2020__articolo__52,l_120_2020,l_120_2020,52,ok,5.0,15.0,20.0,40.0,5.0,15.0
l_120_2020__articolo__55 - bis,l_120_2020,l_120_2020,55 - bis,ok,10.0,18.0,17.0,42.0,10.0,3.0
l_120_2020__articolo__59,l_120_2020,l_120_2020,59,ok,35.0,8.0,12.0,30.0,5.0,10.0
l_120_2020__articolo__62,l_120_2020,l_120_2020,62,ok,18.0,22.0,20.0,30.0,7.0,3.0
l_120_2020__articolo__62 - ter,l_120_2020,l_120_2020,62 - ter,ok,28.0,10.0,12.0,25.0,15.0,10.0
l_120_2020__articolo__64 - bis,l_120_2020,l_120_2020,64 - bis,ok,8.0,5.0,12.0,31.0,19.0,25.0
l_55_2019__articolo__1,l_55_2019,l_55_2019,1,ok,12.0,8.0,18.0,42.0,10.0,10.0
l_55_2019__articolo__3,l_55_2019,l_55_2019,3,ok,10.0,5.0,15.0,40.0,30.0,0.0
l_55_2019__articolo__2,l_55_2019,l_55_2019,2,ok,0.0,0.0,0.0,85.0,15.0,0.0
l_55_2019__articolo__4,l_55_2019,l_55_2019,4,ok,5.0,0.0,0.0,25.0,10.0,60.0
l_55_2019__articolo__4 -bis,l_55_2019,l_55_2019,4 -bis,ok,5.0,10.0,15.0,5.0,10.0,55.0
l_55_2019__articolo__4 -ter,l_55_2019,l_55_2019,4 -ter,ok,12.0,8.0,15.0,45.0,10.0,10.0
l_55_2019__articolo__4 -quater,l_55_2019,l_55_2019,4 -quater,ok,18.0,7.0,10.0,45.0,15.0,5.0
l_55_2019__articolo__4 -sexies,l_55_2019,l_55_2019,4 -sexies,ok,22.0,3.0,10.0,50.0,5.0,10.0
l_55_2019__articolo__5,l_55_2019,l_55_2019,5,ok,35.0,5.0,10.0,25.0,15.0,10.0
l_55_2019__articolo__5 -quinquies,l_55_2019,l_55_2019,5 -quinquies,ok,70.0,0.0,0.0,15.0,10.0,5.0
l_55_2019__articolo__5 -ter,l_55_2019,l_55_2019,5 -ter,ok,35.0,25.0,10.0,20.0,5.0,5.0
l_55_2019__articolo__10,l_55_2019,l_55_2019,10,ok,55.0,20.0,10.0,15.0,0.0,0.0
l_55_2019__articolo__12,l_55_2019,l_55_2019,12,ok,5.0,0.0,10.0,75.0,10.0,0.0
l_55_2019__articolo__13,l_55_2019,l_55_2019,13,ok,24.0,5.0,8.0,51.0,12.0,0.0
l_55_2019__articolo__14,l_55_2019,l_55_2019,14,ok,25.0,10.0,20.0,40.0,5.0,0.0
l_55_2019__articolo__19,l_55_2019,l_55_2019,19,ok,5.0,15.0,20.0,35.0,15.0,10.0
l_55_2019__articolo__20 -bis,l_55_2019,l_55_2019,20 -bis,ok,10.0,30.0,25.0,25.0,10.0,0.0
l_55_2019__articolo__21,l_55_2019,l_55_2019,21,ok,5.0,10.0,25.0,35.0,10.0,15.0
l_55_2019__articolo__22,l_55_2019,l_55_2019,22,ok,5.0,12.0,18.0,28.0,12.0,25.0
l_55_2019__articolo__23 -bis,l_55_2019,l_55_2019,23 -bis,ok,5.0,10.0,15.0,20.0,15.0,35.0
l_55_2019__articolo__26 -bis,l_55_2019,l_55_2019,26 -bis,ok,12.0,8.0,7.0,28.0,10.0,35.0
l_114_2014__articolo__1,l_114_2014,l_114_2014,1,ok,15.0,10.0,35.0,10.0,5.0,25.0
l_114_2014__articolo__4,l_114_2014,l_114_2014,4,ok,35.0,10.0,20.0,25.0,5.0,5.0
l_114_2014__articolo__6,l_114_2014,l_114_2014,6,ok,5.0,15.0,20.0,15.0,25.0,20.0
l_114_2014__articolo__11,l_114_2014,l_114_2014,11,ok,10.0,5.0,25.0,50.0,0.0,10.0
l_114_2014__articolo__17,l_114_2014,l_114_2014,17,ok,40.0,25.0,5.0,20.0,10.0,0.0
l_114_2014__articolo__16,l_114_2014,l_114_2014,16,ok,10.0,8.0,7.0,55.0,15.0,5.0
l_114_2014__articolo__21,l_114_2014,l_114_2014,21,ok,8.0,5.0,7.0,55.0,15.0,10.0
l_114_2014__articolo__21-bis,l_114_2014,l_114_2014,21-bis,ok,20.0,5.0,10.0,45.0,10.0,10.0
l_114_2014__articolo__23-ter,l_114_2014,l_114_2014,23-ter,ok,10.0,20.0,18.0,27.0,15.0,10.0
l_114_2014__articolo__24,l_114_2014,l_114_2014,24,ok,45.0,10.0,5.0,30.0,8.0,2.0
l_114_2014__articolo__24-bis,l_114_2014,l_114_2014,24-bis,ok,22.0,18.0,2.0,18.0,20.0,20.0
l_114_2014__articolo__24-quater,l_114_2014,l_114_2014,24-quater,ok,15.0,10.0,10.0,25.0,25.0,15.0
l_114_2014__articolo__26,l_114_2014,l_114_2014,26,ok,5.0,10.0,15.0,55.0,5.0,10.0
l_114_2014__articolo__27-bis,l_114_2014,l_114_2014,27-bis,ok,20.0,5.0,5.0,55.0,15.0,0.0
l_114_2014__articolo__29,l_114_2014,l_114_2014,29,ok,15.0,10.0,10.0,35.0,20.0,10.0
l_114_2014__articolo__30,l_114_2014,l_114_2014,30,ok,15.0,10.0,20.0,35.0,5.0,15.0
l_114_2014__articolo__34,l_114_2014,l_114_2014,34,ok,5.0,10.0,20.0,40.0,15.0,10.0
l_114_2014__articolo__36,l_114_2014,l_114_2014,36,ok,10.0,5.0,10.0,40.0,15.0,20.0
l_114_2014__articolo__39,l_114_2014,l_114_2014,39,ok,0.0,0.0,0.0,0.0,0.0,100.0
l_114_2014__articolo__38,l_114_2014,l_114_2014,38,ok,20.0,10.0,15.0,35.0,15.0,5.0
l_114_2014__articolo__43,l_114_2014,l_114_2014,43,ok,35.0,10.0,8.0,30.0,12.0,5.0
l_114_2014__articolo__45-bis,l_114_2014,l_114_2014,45-bis,ok,0.0,5.0,10.0,20.0,15.0,50.0
l_114_2014__articolo__46,l_114_2014,l_114_2014,46,ok,5.0,8.0,7.0,42.0,18.0,20.0
l_114_2014__articolo__53,l_114_2014,l_114_2014,53,ok,5.0,10.0,20.0,25.0,15.0,25.0
l_190_2012__articolo__1,l_190_2012,l_190_2012,1,ok,0.0,0.0,0.0,0.0,0.0,100.0
l_190_2012__articolo__2,l_190_2012,l_190_2012,2,ok,12.0,0.0,6.0,54.0,28.0,0.0
l_190_2012__articolo__5,l_190_2012,l_190_2012,5,ok,5.0,0.0,0.0,25.0,55.0,15.0
l_190_2012__articolo__8,l_190_2012,l_190_2012,8,ok,0.0,0.0,0.0,90.0,5.0,5.0
l_190_2012__articolo__9,l_190_2012,l_190_2012,9,ok,10.0,15.0,10.0,60.0,0.0,5.0
l_190_2012__articolo__10,l_190_2012,l_190_2012,10,ok,5.0,10.0,15.0,50.0,10.0,10.0
l_190_2012__articolo__13,l_190_2012,l_190_2012,13,ok,20.0,5.0,15.0,20.0,35.0,5.0
l_190_2012__articolo__4,l_190_2012,l_190_2012,4,ok,20.0,0.0,0.0,60.0,20.0,0.0
l_190_2012__articolo__7,l_190_2012,l_190_2012,7,ok,10.0,20.0,15.0,50.0,5.0,0.0
l_190_2012__articolo__14,l_190_2012,l_190_2012,14,ok,0.0,0.0,10.0,70.0,10.0,10.0
l_190_2012__articolo__11,l_190_2012,l_190_2012,11,ok,5.0,10.0,15.0,40.0,30.0,0.0
l_90_2024__articolo__1,l_90_2024,l_90_2024,1,ok,15.0,20.0,10.0,40.0,10.0,5.0
l_90_2024__articolo__5,l_90_2024,l_90_2024,5,ok,5.0,0.0,10.0,45.0,10.0,30.0
l_90_2024__articolo__6,l_90_2024,l_90_2024,6,ok,18.0,15.0,10.0,32.0,10.0,15.0
l_90_2024__articolo__9,l_90_2024,l_90_2024,9,ok,5.0,10.0,10.0,45.0,5.0,25.0
l_90_2024__articolo__12,l_90_2024,l_90_2024,12,ok,35.0,10.0,15.0,25.0,5.0,10.0
l_90_2024__articolo__13,l_90_2024,l_90_2024,13,ok,25.0,25.0,20.0,20.0,10.0,0.0
l_90_2024__articolo__14,l_90_2024,l_90_2024,14,ok,10.0,5.0,25.0,0.0,10.0,50.0
l_90_2024__articolo__18,l_90_2024,l_90_2024,18,ok,5.0,0.0,35.0,0.0,10.0,50.0
l_90_2024__articolo__19,l_90_2024,l_90_2024,19,ok,0.0,10.0,15.0,30.0,20.0,25.0
l_90_2024__articolo__21,l_90_2024,l_90_2024,21,ok,0.0,0.0,0.0,30.0,20.0,50.0
l_90_2024__articolo__23,l_90_2024,l_90_2024,23,ok,0.0,0.0,0.0,15.0,20.0,65.0
l_90_2024__articolo__24,l_90_2024,l_90_2024,24,ok,8.0,12.0,10.0,35.0,10.0,25.0
l_90_2024__articolo__4,l_90_2024,l_90_2024,4,ok,12.0,14.0,18.0,36.0,20.0,0.0
l_90_2024__articolo__10,l_90_2024,l_90_2024,10,ok,35.0,0.0,0.0,25.0,20.0,20.0
l_90_2024__articolo__2,l_90_2024,l_90_2024,2,ok,10.0,0.0,0.0,55.0,35.0,0.0
l_90_2024__articolo__3,l_90_2024,l_90_2024,3,ok,5.0,0.0,5.0,85.0,5.0,0.0
l_90_2024__articolo__8,l_90_2024,l_90_2024,8,ok,0.0,15.0,20.0,65.0,0.0,0.0
l_90_2024__articolo__7,l_90_2024,l_90_2024,7,ok,45.0,10.0,5.0,20.0,20.0,0.0
l_90_2024__articolo__15,l_90_2024,l_90_2024,15,ok,30.0,15.0,10.0,20.0,20.0,5.0
l_90_2024__articolo__11,l_90_2024,l_90_2024,11,ok,5.0,10.0,15.0,45.0,10.0,15.0
l_90_2024__articolo__17,l_90_2024,l_90_2024,17,ok,5.0,5.0,10.0,45.0,35.0,0.0
l_136_2010__articolo__1,l_136_2010,l_136_2010,1,ok,15.0,5.0,0.0,20.0,45.0,15.0
l_136_2010__articolo__2,l_136_2010,l_136_2010,2,ok,12.0,8.0,5.0,60.0,15.0,0.0
l_136_2010__articolo__3,l_136_2010,l_136_2010,3,ok,5.0,0.0,0.0,20.0,45.0,30.0
l_136_2010__articolo__4,l_136_2010,l_136_2010,4,ok,5.0,10.0,0.0,15.0,25.0,45.0
l_136_2010__articolo__5,l_136_2010,l_136_2010,5,ok,5.0,10.0,0.0,55.0,30.0,0.0
l_136_2010__articolo__6,l_136_2010,l_136_2010,6,ok,15.0,0.0,10.0,65.0,5.0,5.0
l_136_2010__articolo__7,l_136_2010,l_136_2010,7,ok,10.0,0.0,15.0,35.0,30.0,10.0
l_136_2010__articolo__8,l_136_2010,l_136_2010,8,ok,5.0,20.0,15.0,35.0,5.0,20.0
dlgs_33_2013__articolo__2,dlgs_33_2013,dlgs_33_2013,2,ok,10.0,5.0,5.0,55.0,20.0,5.0
dlgs_33_2013__articolo__1,dlgs_33_2013,dlgs_33_2013,1,ok,70.0,5.0,15.0,10.0,0.0,0.0
dlgs_33_2013__articolo__3,dlgs_33_2013,dlgs_33_2013,3,ok,35.0,20.0,15.0,20.0,5.0,5.0
dlgs_33_2013__articolo__7,dlgs_33_2013,dlgs_33_2013,7,ok,20.0,10.0,5.0,55.0,10.0,0.0
dlgs_33_2013__articolo__9,dlgs_33_2013,dlgs_33_2013,9,ok,35.0,10.0,8.0,42.0,5.0,0.0
dlgs_33_2013__articolo__15,dlgs_33_2013,dlgs_33_2013,15,ok,70.0,0.0,0.0,25.0,5.0,0.0
dlgs_33_2013__articolo__14,dlgs_33_2013,dlgs_33_2013,14,ok,18.0,0.0,8.0,52.0,12.0,10.0
dlgs_33_2013__articolo__16,dlgs_33_2013,dlgs_33_2013,16,ok,20.0,0.0,0.0,65.0,10.0,5.0
dlgs_33_2013__articolo__20,dlgs_33_2013,dlgs_33_2013,20,ok,10.0,0.0,0.0,90.0,0.0,0.0
dlgs_33_2013__articolo__17,dlgs_33_2013,dlgs_33_2013,17,ok,0.0,0.0,0.0,70.0,30.0,0.0
dlgs_33_2013__articolo__21,dlgs_33_2013,dlgs_33_2013,21,ok,15.0,0.0,5.0,50.0,20.0,10.0
dlgs_33_2013__articolo__22,dlgs_33_2013,dlgs_33_2013,22,ok,12.0,18.0,10.0,52.0,8.0,0.0
dlgs_33_2013__articolo__24,dlgs_33_2013,dlgs_33_2013,24,ok,5.0,0.0,0.0,75.0,20.0,0.0
dlgs_33_2013__articolo__25,dlgs_33_2013,dlgs_33_2013,25,ok,5.0,10.0,0.0,65.0,5.0,15.0
dlgs_33_2013__articolo__26,dlgs_33_2013,dlgs_33_2013,26,ok,0.0,0.0,0.0,100.0,0.0,0.0
dlgs_33_2013__articolo__28,dlgs_33_2013,dlgs_33_2013,28,ok,15.0,10.0,20.0,40.0,10.0,5.0
dlgs_33_2013__articolo__30,dlgs_33_2013,dlgs_33_2013,30,ok,20.0,0.0,5.0,55.0,15.0,5.0
dlgs_33_2013__articolo__35,dlgs_33_2013,dlgs_33_2013,35,ok,5.0,0.0,0.0,70.0,25.0,0.0
dlgs_33_2013__articolo__32,dlgs_33_2013,dlgs_33_2013,32,ok,5.0,0.0,5.0,60.0,30.0,0.0
dlgs_33_2013__articolo__36,dlgs_33_2013,dlgs_33_2013,36,ok,20.0,18.0,22.0,32.0,8.0,0.0
dlgs_33_2013__articolo__41,dlgs_33_2013,dlgs_33_2013,41,ok,35.0,0.0,5.0,55.0,5.0,0.0
dlgs_33_2013__articolo__46,dlgs_33_2013,dlgs_33_2013,46,ok,18.0,3.0,4.0,35.0,12.0,28.0
dlgs_33_2013__articolo__53,dlgs_33_2013,dlgs_33_2013,53,ok,8.0,0.0,2.0,45.0,35.0,10.0
dlgs_33_2013__articolo__5,dlgs_33_2013,dlgs_33_2013,5,ok,10.0,0.0,15.0,60.0,0.0,15.0
dlgs_33_2013__articolo__4,dlgs_33_2013,dlgs_33_2013,4,ok,0.0,5.0,10.0,45.0,5.0,35.0
dlgs_33_2013__articolo__8,dlgs_33_2013,dlgs_33_2013,8,ok,25.0,10.0,15.0,35.0,10.0,5.0
dlgs_33_2013__articolo__6,dlgs_33_2013,dlgs_33_2013,6,ok,100.0,0.0,0.0,0.0,0.0,0.0
dlgs_97_2016__articolo__1,dlgs_97_2016,dlgs_97_2016,1,ok,15.0,20.0,10.0,0.0,35.0,20.0
dlgs_97_2016__articolo__5,dlgs_97_2016,dlgs_97_2016,5,ok,10.0,20.0,5.0,15.0,10.0,40.0
dlgs_97_2016__articolo__6,dlgs_97_2016,dlgs_97_2016,6,ok,12.0,18.0,20.0,28.0,10.0,12.0
dlgs_97_2016__articolo__10,dlgs_97_2016,dlgs_97_2016,10,ok,10.0,10.0,5.0,35.0,15.0,25.0
dlgs_97_2016__articolo__15,dlgs_97_2016,dlgs_97_2016,15,ok,0.0,0.0,10.0,25.0,10.0,55.0
dlgs_97_2016__articolo__16,dlgs_97_2016,dlgs_97_2016,16,ok,0.0,0.0,0.0,0.0,30.0,70.0
dlgs_97_2016__articolo__17,dlgs_97_2016,dlgs_97_2016,17,ok,0.0,0.0,0.0,0.0,25.0,75.0
dlgs_97_2016__articolo__25,dlgs_97_2016,dlgs_97_2016,25,ok,0.0,0.0,0.0,0.0,15.0,85.0
dlgs_97_2016__articolo__26,dlgs_97_2016,dlgs_97_2016,26,ok,0.0,0.0,15.0,0.0,20.0,65.0
dlgs_97_2016__articolo__22,dlgs_97_2016,dlgs_97_2016,22,ok,5.0,0.0,0.0,15.0,10.0,70.0
dlgs_97_2016__articolo__28,dlgs_97_2016,dlgs_97_2016,28,ok,0.0,0.0,0.0,55.0,25.0,20.0
dlgs_97_2016__articolo__30,dlgs_97_2016,dlgs_97_2016,30,ok,0.0,0.0,0.0,10.0,20.0,70.0
dlgs_97_2016__articolo__33,dlgs_97_2016,dlgs_97_2016,33,ok,10.0,0.0,0.0,0.0,0.0,90.0
dlgs_97_2016__articolo__34,dlgs_97_2016,dlgs_97_2016,34,ok,12.0,0.0,3.0,25.0,10.0,50.0
dlgs_97_2016__articolo__37,dlgs_97_2016,dlgs_97_2016,37,ok,0.0,0.0,0.0,0.0,15.0,85.0
dlgs_97_2016__articolo__40,dlgs_97_2016,dlgs_97_2016,40,ok,22.0,3.0,4.0,36.0,15.0,20.0
dlgs_97_2016__articolo__44,dlgs_97_2016,dlgs_97_2016,44,ok,5.0,0.0,0.0,35.0,40.0,20.0
dlgs_97_2016__articolo__3,dlgs_97_2016,dlgs_97_2016,3,ok,0.0,0.0,35.0,30.0,20.0,15.0
dlgs_97_2016__articolo__2,dlgs_97_2016,dlgs_97_2016,2,ok,5.0,0.0,0.0,70.0,15.0,10.0
dlgs_97_2016__articolo__4,dlgs_97_2016,dlgs_97_2016,4,ok,20.0,10.0,0.0,15.0,45.0,10.0
dlgs_218_2012__articolo__4,dlgs_218_2012,dlgs_218_2012,4,ok,5.0,10.0,10.0,20.0,25.0,30.0
dlgs_218_2012__articolo__7,dlgs_218_2012,dlgs_218_2012,7,ok,5.0,0.0,0.0,15.0,10.0,70.0
dlgs_218_2012__articolo__10,dlgs_218_2012,dlgs_218_2012,10,ok,18.0,12.0,15.0,43.0,8.0,4.0
dlgs_218_2012__articolo__1,dlgs_218_2012,dlgs_218_2012,1,ok,30.0,25.0,15.0,20.0,0.0,10.0
dlgs_218_2012__articolo__2,dlgs_218_2012,dlgs_218_2012,2,ok,20.0,5.0,0.0,10.0,65.0,0.0
dlgs_218_2012__articolo__3,dlgs_218_2012,dlgs_218_2012,3,ok,15.0,5.0,10.0,30.0,35.0,5.0
dlgs_218_2012__articolo__6,dlgs_218_2012,dlgs_218_2012,6,ok,5.0,0.0,30.0,25.0,35.0,5.0
dlgs_228_2011__articolo__9,dlgs_228_2011,dlgs_228_2011,9,ok,5.0,0.0,0.0,55.0,35.0,5.0
dlgs_228_2011__articolo__3,dlgs_228_2011,dlgs_228_2011,3,ok,10.0,0.0,0.0,70.0,20.0,0.0
dlgs_228_2011__articolo__4,dlgs_228_2011,dlgs_228_2011,4,ok,10.0,0.0,5.0,55.0,20.0,10.0
dlgs_228_2011__articolo__5,dlgs_228_2011,dlgs_228_2011,5,ok,20.0,0.0,5.0,50.0,25.0,0.0
dlgs_228_2011__articolo__1,dlgs_228_2011,dlgs_228_2011,1,ok,20.0,10.0,0.0,25.0,45.0,0.0
dlgs_228_2011__articolo__2,dlgs_228_2011,dlgs_228_2011,2,ok,10.0,20.0,15.0,35.0,15.0,5.0
dlgs_228_2011__articolo__6,dlgs_228_2011,dlgs_228_2011,6,ok,2.0,0.0,8.0,20.0,0.0,70.0
dlgs_229_2011__articolo__9,dlgs_229_2011,dlgs_229_2011,9,ok,15.0,0.0,0.0,55.0,25.0,5.0
dlgs_229_2011__articolo__3,dlgs_229_2011,dlgs_229_2011,3,ok,0.0,0.0,0.0,70.0,30.0,0.0
dlgs_229_2011__articolo__4,dlgs_229_2011,dlgs_229_2011,4,ok,15.0,0.0,10.0,60.0,15.0,0.0
dlgs_229_2011__articolo__5,dlgs_229_2011,dlgs_229_2011,5,ok,35.0,0.0,5.0,25.0,30.0,5.0
dlgs_229_2011__articolo__1,dlgs_229_2011,dlgs_229_2011,1,ok,45.0,20.0,0.0,15.0,20.0,0.0
dlgs_229_2011__articolo__2,dlgs_229_2011,dlgs_229_2011,2,ok,15.0,10.0,5.0,55.0,10.0,5.0
dlgs_229_2011__articolo__6,dlgs_229_2011,dlgs_229_2011,6,ok,2.0,0.0,0.0,30.0,8.0,60.0
32006L0123__articolo__1,32006L0123,32006L0123,1,ok,45.0,30.0,15.0,0.0,10.0,0.0
32006L0123__articolo__2,32006L0123,32006L0123,2,ok,0.0,95.0,3.0,0.0,2.0,0.0
32006L0123__articolo__3,32006L0123,32006L0123,3,ok,25.0,15.0,10.0,0.0,50.0,0.0
32006L0123__articolo__4,32006L0123,32006L0123,4,ok,18.0,4.0,6.0,2.0,70.0,0.0
32006L0123__articolo__5,32006L0123,32006L0123,5,ok,10.0,10.0,15.0,40.0,25.0,0.0
32006L0123__articolo__6,32006L0123,32006L0123,6,ok,10.0,0.0,0.0,90.0,0.0,0.0
32006L0123__articolo__7,32006L0123,32006L0123,7,ok,10.0,0.0,5.0,75.0,0.0,10.0
32006L0123__articolo__8,32006L0123,32006L0123,8,ok,15.0,15.0,20.0,35.0,10.0,5.0
32006L0123__articolo__9,32006L0123,32006L0123,9,ok,20.0,0.0,35.0,25.0,20.0,0.0
32006L0123__articolo__10,32006L0123,32006L0123,10,ok,55.0,5.0,10.0,25.0,5.0,0.0
32006L0123__articolo__11,32006L0123,32006L0123,11,ok,25.0,0.0,35.0,20.0,10.0,10.0
32006L0123__articolo__12,32006L0123,32006L0123,12,ok,10.0,20.0,25.0,45.0,0.0,0.0
32006L0123__articolo__13,32006L0123,32006L0123,13,ok,10.0,0.0,5.0,85.0,0.0,0.0
32006L0123__articolo__14,32006L0123,32006L0123,14,ok,10.0,0.0,75.0,15.0,0.0,0.0
32006L0123__articolo__15,32006L0123,32006L0123,15,ok,35.0,0.0,10.0,45.0,10.0,0.0
32006L0123__articolo__16,32006L0123,32006L0123,16,ok,55.0,0.0,20.0,15.0,10.0,0.0
32006L0123__articolo__17,32006L0123,32006L0123,17,ok,0.0,70.0,20.0,0.0,10.0,0.0
32006L0123__articolo__18,32006L0123,32006L0123,18,ok,0.0,0.0,80.0,15.0,5.0,0.0
32006L0123__articolo__19,32006L0123,32006L0123,19,ok,10.0,15.0,75.0,0.0,0.0,0.0
32006L0123__articolo__20,32006L0123,32006L0123,20,ok,40.0,0.0,20.0,40.0,0.0,0.0
32006L0123__articolo__21,32006L0123,32006L0123,21,ok,15.0,0.0,0.0,55.0,10.0,20.0
32006L0123__articolo__22,32006L0123,32006L0123,22,ok,10.0,0.0,5.0,65.0,15.0,5.0
32006L0123__articolo__23,32006L0123,32006L0123,23,ok,15.0,0.0,20.0,25.0,15.0,25.0
32006L0123__articolo__24,32006L0123,32006L0123,24,ok,25.0,0.0,0.0,65.0,10.0,0.0
32006L0123__articolo__25,32006L0123,32006L0123,25,ok,30.0,0.0,35.0,30.0,5.0,0.0
32006L0123__articolo__26,32006L0123,32006L0123,26,ok,18.0,0.0,0.0,72.0,10.0,0.0
32006L0123__articolo__27,32006L0123,32006L0123,27,ok,10.0,0.0,5.0,70.0,15.0,0.0
32006L0123__articolo__28,32006L0123,32006L0123,28,ok,12.0,0.0,0.0,68.0,20.0,0.0
32006L0123__articolo__29,32006L0123,32006L0123,29,ok,10.0,0.0,0.0,80.0,10.0,0.0
32006L0123__articolo__30,32006L0123,32006L0123,30,ok,20.0,10.0,0.0,40.0,30.0,0.0
32006L0123__articolo__31,32006L0123,32006L0123,31,ok,10.0,0.0,0.0,75.0,15.0,0.0
32006L0123__articolo__32,32006L0123,32006L0123,32,ok,10.0,0.0,0.0,65.0,15.0,10.0
32006L0123__articolo__33,32006L0123,32006L0123,33,ok,5.0,0.0,10.0,70.0,10.0,5.0
32006L0123__articolo__34,32006L0123,32006L0123,34,ok,10.0,0.0,0.0,85.0,0.0,5.0
32006L0123__articolo__35,32006L0123,32006L0123,35,ok,10.0,0.0,20.0,60.0,10.0,0.0
32006L0123__articolo__36,32006L0123,32006L0123,36,ok,0.0,0.0,0.0,50.0,30.0,20.0
32006L0123__articolo__37,32006L0123,32006L0123,37,ok,5.0,0.0,0.0,80.0,15.0,0.0
32006L0123__articolo__38,32006L0123,32006L0123,38,ok,10.0,0.0,0.0,50.0,0.0,40.0
32006L0123__articolo__39,32006L0123,32006L0123,39,ok,5.0,0.0,0.0,85.0,10.0,0.0
32006L0123__articolo__40,32006L0123,32006L0123,40,ok,5.0,0.0,0.0,25.0,70.0,0.0
32006L0123__articolo__41,32006L0123,32006L0123,41,ok,20.0,25.0,0.0,35.0,15.0,5.0
32006L0123__articolo__42,32006L0123,32006L0123,42,ok,0.0,0.0,0.0,0.0,10.0,90.0
32006L0123__articolo__43,32006L0123,32006L0123,43,ok,0.0,0.0,0.0,25.0,75.0,0.0
32006L0123__articolo__44,32006L0123,32006L0123,44,ok,0.0,0.0,0.0,80.0,20.0,0.0
32006L0123__articolo__45,32006L0123,32006L0123,45,ok,0.0,0.0,0.0,100.0,0.0,0.0
32006L0123__articolo__46,32006L0123,32006L0123,46,ok,10.0,90.0,0.0,0.0,0.0,0.0
32014L0023__articolo__1,32014L0023,32014L0023,1,ok,29.41,41.18,11.76,0.0,17.65,0.0
32014L0023__articolo__2,32014L0023,32014L0023,2,ok,70.0,5.0,0.0,10.0,5.0,10.0
32014L0023__articolo__3,32014L0023,32014L0023,3,ok,85.0,5.0,0.0,10.0,0.0,0.0
32014L0023__articolo__4,32014L0023,32014L0023,4,ok,20.0,55.0,5.0,5.0,15.0,0.0
32014L0023__articolo__5,32014L0023,32014L0023,5,ok,75.0,0.0,0.0,0.0,25.0,0.0
32014L0023__articolo__6,32014L0023,32014L0023,6,ok,70.0,0.0,0.0,0.0,30.0,0.0
32014L0023__articolo__7,32014L0023,32014L0023,7,ok,55.0,20.0,10.0,5.0,5.0,5.0
32014L0023__articolo__8,32014L0023,32014L0023,8,ok,16.67,22.22,16.67,44.44,0.0,0.0
32014L0023__articolo__9,32014L0023,32014L0023,9,ok,5.0,0.0,5.0,55.0,30.0,5.0
32014L0023__articolo__10,32014L0023,32014L0023,10,ok,0.0,70.0,18.0,5.0,7.0,0.0
32014L0023__articolo__11,32014L0023,32014L0023,11,ok,0.0,90.0,0.0,0.0,10.0,0.0
32014L0023__articolo__12,32014L0023,32014L0023,12,ok,0.0,100.0,0.0,0.0,0.0,0.0
32014L0023__articolo__13,32014L0023,32014L0023,13,ok,20.0,10.0,25.0,35.0,10.0,0.0
32014L0023__articolo__14,32014L0023,32014L0023,14,ok,0.0,35.0,55.0,0.0,10.0,0.0
32014L0023__articolo__15,32014L0023,32014L0023,15,ok,0.0,0.0,0.0,70.0,30.0,0.0
32014L0023__articolo__16,32014L0023,32014L0023,16,ok,0.0,55.0,5.0,0.0,40.0,0.0
32014L0023__articolo__17,32014L0023,32014L0023,17,ok,15.0,45.0,25.0,15.0,0.0,0.0
32014L0023__articolo__18,32014L0023,32014L0023,18,ok,35.0,0.0,0.0,65.0,0.0,0.0
32014L0023__articolo__19,32014L0023,32014L0023,19,ok,5.0,20.0,15.0,0.0,60.0,0.0
32014L0023__articolo__20,32014L0023,32014L0023,20,ok,35.0,10.0,15.0,20.0,20.0,0.0
32014L0023__articolo__21,32014L0023,32014L0023,21,ok,10.0,25.0,30.0,5.0,30.0,0.0
