segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,lamf_L3,lamf_L4
32014L0024__articolo__63,32014L0024,32014L0024,articolo,63,ok,"[{""testo"": ""Articolo 63 Affidamento sulle capacità di altri soggetti"", ""layer"": ""L2"", ""motivo"": ""This is a codified substantive rule within the procurement framework, setting rights and obligations for economic operators and contracting authorities.""}, {""testo"": ""un operatore economico può ... fare affidamento sulle capacità di altri soggetti"", ""layer"": ""L2"", ""motivo"": ""The provision defines a general legal entitlement and its conditions, which is characteristic of codification norms rather than implementing detail.""}, {""testo"": ""L’amministrazione aggiudicatrice verifica ... se i soggetti ... soddisfano i pertinenti criteri di selezione"", ""layer"": ""L2"", ""motivo"": ""This establishes a general procedural duty and review standard directly in the legislative text, not a secondary implementing mechanism.""}]",0.0,100.0,0.0,0.0
32014L0024__articolo__64,32014L0024,32014L0024,articolo,64,ok,"[{""testo"": ""Gli Stati membri possono istituire o mantenere elenchi ufficiali"", ""layer"": ""L1"", ""motivo"": ""This sets the general enabling legal framework by authorizing Member States to create or maintain official lists.""}, {""testo"": ""Gli Stati membri adeguano le condizioni di iscrizione"", ""layer"": ""L1"", ""motivo"": ""This delegates adaptation of the regime to Member States, which is characteristic of primary enabling norms.""}, {""testo"": ""norme europee in materia di certificazione di cui all’allegato VII"", ""layer"": ""L2"", ""motivo"": ""This anchors the provision in a codified EU legislative framework and cross-references substantive harmonized rules.""}, {""testo"": ""Le amministrazioni aggiudicatrici riconoscono i certificati equivalenti"", ""layer"": ""L2"", ""motivo"": ""This establishes a general legal obligation and right of recognition within the codified procurement regime.""}, {""testo"": ""I requisiti della prova per i criteri di selezione qualitativa"", ""layer"": ""L3"", ""motivo"": ""This specifies how the general selection rules are operationalized through proof requirements.""}, {""testo"": ""Gli operatori economici possono chiedere in ցանկացած momento la loro iscrizione"", ""layer"": ""L3"", ""motivo"": ""This provides an implementing procedural modality for access to the official list or certification.""}, {""testo"": ""entro un termine ragionevolmente breve"", ""layer"": ""L4"", ""motivo"": ""This is a concrete procedural timing rule governing the decision on applications.""}]",10.0,70.0,15.0,5.0
32014L0024__articolo__65,32014L0024,32014L0024,articolo,65,ok,"[{""testo"": ""the minimum number of candidates is five"", ""layer"": ""L4"", ""motivo"": ""This sets a precise numerical threshold governing the procedure, which is a detailed operational rule.""}, {""testo"": ""indicate in the contract notice or in the invitation to confirm interest"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete publication/formality requirement for how the rule must be applied in practice.""}, {""testo"": ""the number of candidates invited must be sufficient to ensure effective competition"", ""layer"": ""L4"", ""motivo"": ""This is an operational standard directly regulating the conduct of the contracting authority within the procedure.""}]",0.0,0.0,0.0,100.0
32014L0024__articolo__66,32014L0024,32014L0024,articolo,66,ok,"[{""testo"": ""when they exercise the option to reduce the number of offers to negotiate"", ""layer"": ""L3"", ""motivo"": ""This sets an implementing rule for how an optional procedural power is to be exercised, rather than establishing a primary legal principle.""}, {""testo"": ""by applying the award criteria indicated in the procurement documents"", ""layer"": ""L4"", ""motivo"": ""This prescribes the concrete operational method to be used in the reduction process, which is a detailed procedural rule.""}, {""testo"": ""in the final phase this number must allow effective competition"", ""layer"": ""L4"", ""motivo"": ""This imposes a specific operational requirement on the outcome of the procedure, functioning as a procedural constraint.""}, {""testo"": ""provided that there is a sufficient number of qualified offers, solutions or candidates"", ""layer"": ""L4"", ""motivo"": ""This is a practical condition governing application of the rule, with direct procedural effect.""}]",0.0,0.0,20.0,80.0
32014L0024__articolo__67,32014L0024,32014L0024,articolo,67,ok,"[{""testo"": ""le amministrazioni aggiudicatrici procedono all’aggiudicazione degli appalti sulla base dell’offerta economicamente più vantaggiosa"", ""layer"": ""L2"", ""motivo"": ""This sets the general legal rule for award criteria in codified procurement law, defining the core obligation rather than operational details.""}, {""testo"": ""Gli Stati membri possono prevedere"", ""layer"": ""L2"", ""motivo"": ""This is an enabling/transposition clause that leaves room for national legislative choices within the codified framework.""}, {""testo"": ""l’amministrazione aggiudicatrice precisa nei documenti di gara la ponderazione relativa"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete procedural requirement for tender documents, which is a detailed operational rule.""}, {""testo"": ""Tale ponderazione può essere espressa prevedendo una forcella"", ""layer"": ""L4"", ""motivo"": ""This provides a technical method for expressing weighting, characteristic of procedural implementation.""}, {""testo"": ""Se la ponderazione non è possibile per ragioni obiettive"", ""layer"": ""L4"", ""motivo"": ""This establishes a specific conditional procedure for an operational contingency.""}, {""testo"": ""indica i criteri in ordine decrescente di importanza"", ""layer"": ""L4"", ""motivo"": ""This is a detailed fallback rule governing how criteria must be presented in practice.""}]",0.0,20.0,0.0,80.0
32014L0024__articolo__68,32014L0024,32014L0024,articolo,68,ok,"[{""testo"": ""Alla Commissione è conferito il potere di adottare atti delegati"", ""layer"": ""L1"", ""motivo"": ""This is an enabling delegation of rule-making power, which is characteristic of the primary framework level.""}, {""testo"": ""ogniqualvolta un metodo comune per il calcolo dei costi del ciclo di vita è stato reso obbligatorio da un atto legislativo dell’Unione"", ""layer"": ""L1"", ""motivo"": ""The provision refers to the binding force of higher-level legislative acts and their normative primacy, placing part of the content in the foundational framework.""}, {""testo"": ""I costi del ciclo di vita comprendono"", ""layer"": ""L2"", ""motivo"": ""This codifies the substantive legal definition of the concept and sets the general rule for its scope.""}, {""testo"": ""Quando valutano i costi utilizzando un sistema di costi del ciclo di vita"", ""layer"": ""L2"", ""motivo"": ""This establishes the general procedural obligation for contracting authorities when applying the lifecycle-cost method.""}, {""testo"": ""il metodo che l’amministrazione aggiudicatrice impiegherà"", ""layer"": ""L3"", ""motivo"": ""This concerns the operational specification of how the rule is to be applied in practice, which is typical of implementing norms.""}, {""testo"": ""Il metodo impiegato per la valutazione dei costi imputati alle esternalità ambientali soddisfa tutte le seguenti condizioni"", ""layer"": ""L3"", ""motivo"": ""This sets technical criteria for the admissible method, functioning as regulatory implementation of the general rule.""}, {""testo"": ""i dati che gli offerenti sono tenuti a fornire"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural requirement specifying the information burden on bidders.""}, {""testo"": ""Un elenco di tali atti legislativi"", ""layer"": ""L4"", ""motivo"": ""This refers to an operational annexed list used for application of the rule, which is a detailed implementation mechanism.""}]",20.0,55.0,15.0,10.0
32014L0024__articolo__69,32014L0024,32014L0024,articolo,69,ok,"[{""testo"": ""Le amministrazioni aggiudicatrici impongono agli operatori economici di fornire spiegazioni sul prezzo o sui costi proposti"", ""layer"": ""L2"", ""motivo"": ""This is a codified substantive rule that establishes a general duty and the corresponding power of the contracting authority, typical of a legislative decree or code level.""}, {""testo"": ""L’amministrazione aggiudicatrice valuta le informazioni fornite consultando l’offerente"", ""layer"": ""L2"", ""motivo"": ""This sets the general decision-making procedure for handling abnormally low bids, which belongs to codifying norms rather than mere implementation.""}, {""testo"": ""Essa può respingere l’offerta solo se la prova fornita non giustifica sufficientemente il basso livello di prezzi o di costi proposti"", ""layer"": ""L2"", ""motivo"": ""This defines the legal condition for rejection in a general and binding way, so it is part of the codified procedural framework.""}, {""testo"": ""entro un termine sufficiente stabilito dall’amministrazione aggiudicatrice"", ""layer"": ""L4"", ""motivo"": ""This is a concrete operational timing rule that governs how the procedure is carried out in practice.""}, {""testo"": ""provvede a informarne la Commissione"", ""layer"": ""L4"", ""motivo"": ""This is a specific notification obligation, which is a detailed procedural requirement.""}, {""testo"": ""Su richiesta, gli Stati membri mettono a disposizione degli altri Stati membri"", ""layer"": ""L3"", ""motivo"": ""This creates an inter-administrative cooperation mechanism that operationalizes the primary and codified rules through implementation.""}]",0.0,85.0,5.0,10.0
32014L0024__articolo__70,32014L0024,32014L0024,articolo,70,ok,"[{""testo"": ""Le amministrazioni aggiudicatrici possono esigere condizioni particolari in merito all’esecuzione dell’appalto"", ""layer"": ""L2"", ""motivo"": ""This states a general legal rule on the contracting authority’s power and the admissibility of execution conditions, which is characteristic of codifying primary legislation.""}, {""testo"": ""purché collegate all’oggetto dell’appalto"", ""layer"": ""L2"", ""motivo"": ""This sets a substantive legal limitation of general scope, defining when such conditions are lawful rather than detailing operational procedures.""}, {""testo"": ""indicate nell’avviso di indizione di una gara o nei documenti di gara"", ""layer"": ""L2"", ""motivo"": ""This establishes a general procedural requirement within the statutory framework, but not a detailed implementing rule with technical modalities.""}]",0.0,100.0,0.0,0.0
32014L0024__articolo__71,32014L0024,32014L0024,articolo,71,ok,"[{""testo"": ""Gli Stati membri possono prevedere disposizioni di diritto interno più rigorose"", ""layer"": ""L1"", ""motivo"": ""This is an enabling clause that leaves room for national legislative choices and higher-level policy discretion, which is characteristic of primary framework norms.""}, {""testo"": ""Gli Stati membri possono prevedere che"", ""layer"": ""L2"", ""motivo"": ""The provision sets a general legal rule within the codified procurement framework, allocating rights and obligations at a statutory/transposition level.""}, {""testo"": ""le amministrazioni aggiudicatrici possono chiedere o può essere obbligata"", ""layer"": ""L2"", ""motivo"": ""This defines the general procedural powers and duties of contracting authorities in the core procurement code.""}, {""testo"": ""le misure di esecuzione di cui al paragrafo 8"", ""layer"": ""L3"", ""motivo"": ""The text expressly refers to implementing measures, indicating a regulatory/secondary norm that specifies how the primary rule is applied.""}, {""testo"": ""in forza di disposizioni legislative, regolamentari o amministrative"", ""layer"": ""L3"", ""motivo"": ""This points to implementation through subordinate or administrative acts that operationalize the statutory framework.""}, {""testo"": ""al più tardi all’inizio dell’esecuzione del contratto"", ""layer"": ""L4"", ""motivo"": ""This is a concrete deadline governing contract execution, which is a detailed operational rule.""}, {""testo"": ""nome, recapito e rappresentanti legali"", ""layer"": ""L4"", ""motivo"": ""This is a precise information requirement with formal content, typical of procedural-operational provisions.""}, {""testo"": ""a determinati importi"", ""layer"": ""L4"", ""motivo"": ""This introduces a numerical threshold/limitation, which is a classic detailed operational criterion.""}]",10.0,55.0,15.0,20.0
32014L0024__articolo__72,32014L0024,32014L0024,articolo,72,ok,"[{""testo"": ""Articolo 72 Modifica di contratti durante il periodo di validità"", ""layer"": ""L2"", ""motivo"": ""This is a codifying substantive rule within a directive, defining when contract modifications are allowed without a new procurement procedure.""}, {""testo"": ""i contratti e gli accordi quadro possono essere modificati senza una nuova procedura d’appalto"", ""layer"": ""L2"", ""motivo"": ""The provision establishes general legal conditions and exceptions for procurement contract modification, which is characteristic of codification/transposition norms.""}, {""testo"": ""una nuova procedura d’appalto in conformità della presente direttiva è richiesta"", ""layer"": ""L2"", ""motivo"": ""The text sets the legal rule governing when a new procedure is required, rather than merely implementing technical details.""}]",0.0,100.0,0.0,0.0
32014L0024__articolo__73,32014L0024,32014L0024,articolo,73,ok,"[{""testo"": ""Gli Stati membri assicurano"", ""layer"": ""L2"", ""motivo"": ""This is a directive-level transposition formula that sets a binding rule for Member States, typical of codifying EU procurement legislation.""}, {""testo"": ""le amministrazioni aggiudicatrici abbiano la possibilità"", ""layer"": ""L2"", ""motivo"": ""The provision defines a general legal entitlement/obligation framework for contracting authorities rather than detailed implementation mechanics.""}, {""testo"": ""alle condizioni stabilite dal diritto nazionale applicabile"", ""layer"": ""L2"", ""motivo"": ""This delegates further specification to national law within the codified legislative framework, which is characteristic of a transposition norm.""}]",0.0,100.0,0.0,0.0
32014L0024__articolo__74,32014L0024,32014L0024,articolo,74,ok,"[{""testo"": ""\""in conformità del presente capo\"""", ""layer"": ""L3"", ""motivo"": ""This is an internal cross-reference to the operative chapter, indicating application through a regulatory/implementing framework rather than setting primary rules.""}, {""testo"": ""\""servizi sociali e di altri servizi specifici\"""", ""layer"": ""L3"", ""motivo"": ""The provision identifies the scope of application of the chapter, which is characteristic of implementing norms that delimit how the regime operates.""}, {""testo"": ""\""quando il valore di tali contratti sia pari o superiore alla soglia\"""", ""layer"": ""L4"", ""motivo"": ""The reference to a threshold is a detailed operational condition that determines when the procedural regime applies.""}, {""testo"": ""\""indicata all’articolo 4, lettera d)\"""", ""layer"": ""L4"", ""motivo"": ""This cross-reference to a specific threshold provision is a technical-procedural detail typical of operational norms.""}]",0.0,0.0,20.0,80.0
32014L0024__articolo__75,32014L0024,32014L0024,articolo,75,ok,"[{""testo"": ""conformemente ai modelli di formulari di cui all’articolo 51"", ""layer"": ""L2"", ""motivo"": ""This refers to a codifying cross-reference within the legislative framework, indicating general procedural rules set by the code rather than operational detail.""}, {""testo"": ""mediante un bando di gara"", ""layer"": ""L2"", ""motivo"": ""The provision establishes a legally required publication instrument as part of the codified procurement procedure.""}, {""testo"": ""mediante un avviso di aggiudicazione"", ""layer"": ""L2"", ""motivo"": ""This sets a general legal obligation to publish the award result, which belongs to the statutory procedural framework.""}, {""testo"": ""i modelli di formulari ... sono stabiliti dalla Commissione mediante atti di esecuzione"", ""layer"": ""L3"", ""motivo"": ""This expressly delegates specification to implementing acts, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""Gli atti di esecuzione sono adottati secondo la procedura consultiva"", ""layer"": ""L3"", ""motivo"": ""This is an implementation rule governing how the Commission adopts the detailed forms.""}, {""testo"": ""pubblicano in maniera continua"", ""layer"": ""L4"", ""motivo"": ""This is an operational modality specifying how the notice must be published.""}, {""testo"": ""al più tardi trenta giorni dopo la fine di ogni trimestre"", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline, which is a hallmark of procedural-operational regulation.""}, {""testo"": ""contiene le informazioni di cui all’allegato V, parte H"", ""layer"": ""L4"", ""motivo"": ""This prescribes exact content requirements for the notice, which are detailed technical-procedural rules.""}, {""testo"": ""invita gli operatori economici interessati a manifestare il proprio interesse per iscritto"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete formal requirement on the conduct of interested operators.""}]",0.0,35.0,15.0,50.0
32014L0024__articolo__76,32014L0024,32014L0024,articolo,76,ok,"[{""testo"": ""Gli Stati membri introducono norme a livello nazionale"", ""layer"": ""L1"", ""motivo"": ""This is an enabling/allocative clause that leaves room for national rule-making and sets the general framework rather than detailed operational rules.""}, {""testo"": ""al fine di garantire il pieno rispetto dei principi di trasparenza e di parità di trattamento"", ""layer"": ""L1"", ""motivo"": ""It states fundamental procurement principles that function as primary norms guiding the entire system.""}, {""testo"": ""ai sensi delle disposizioni del presente capo"", ""layer"": ""L2"", ""motivo"": ""This anchors the provision within a codified legislative framework that transposes and structures sectoral procurement rules.""}, {""testo"": ""Gli Stati membri sono liberi di determinare le norme procedurali applicabili"", ""layer"": ""L2"", ""motivo"": ""It allocates procedural discretion within a legislative code, which is characteristic of transposition/codification norms.""}, {""testo"": ""Gli Stati membri assicurano che le amministrazioni aggiudicatrici possano prendere in considerazione"", ""layer"": ""L3"", ""motivo"": ""This is an implementation-oriented directive that specifies how the general principles must be operationalized by contracting authorities.""}, {""testo"": ""Gli Stati membri possono altresì prevedere che la scelta del prestatore di servizi avvenga sulla base dell’offerta che presenta il miglior rapporto qualità/prezzo"", ""layer"": ""L3"", ""motivo"": ""It introduces an optional operational criterion for application, which is regulatory/implementing in nature rather than purely primary.""}]",35.0,55.0,10.0,0.0
32014L0024__articolo__77,32014L0024,32014L0024,articolo,77,ok,"[{""testo"": ""Gli Stati membri possono prevedere"", ""layer"": ""L2"", ""motivo"": ""This is a transposition-level norm because it sets the legal option for Member States within the directive-style framework, rather than detailing operational implementation.""}, {""testo"": ""appalti pubblici esclusivamente per i servizi sanitari, sociali e culturali"", ""layer"": ""L2"", ""motivo"": ""This defines the substantive scope of the reserved-procurement regime in codified legal terms, which is characteristic of legislative-decree or code provisions.""}, {""testo"": ""Un’organizzazione ... deve soddisfare tutte le seguenti condizioni"", ""layer"": ""L4"", ""motivo"": ""This introduces concrete eligibility requirements that operate as detailed procedural/substantive conditions for application.""}, {""testo"": ""La durata massima del contratto non supera i tre anni"", ""layer"": ""L4"", ""motivo"": ""This is a precise numerical operational rule governing contract duration, typical of procedural and technical provisions.""}, {""testo"": ""L’avviso di indizione di gara fa riferimento al presente articolo"", ""layer"": ""L4"", ""motivo"": ""This is a formal publication/notice requirement that regulates how the rule is applied in practice.""}]",0.0,70.0,0.0,30.0
32014L0024__articolo__78,32014L0024,32014L0024,articolo,78,ok,"[{""testo"": ""Articolo 78 Ambito di applicazione"", ""layer"": ""L2"", ""motivo"": ""This is a codifying provision that defines the scope of application of a sectoral rule within the procurement framework.""}, {""testo"": ""Il presente capo si applica"", ""layer"": ""L4"", ""motivo"": ""This is an operational applicability rule that determines when the chapter applies in practice.""}, {""testo"": ""ai concorsi di progettazione organizzati nel contesto di una procedura di aggiudicazione di appalti pubblici di servizi"", ""layer"": ""L4"", ""motivo"": ""This specifies a concrete procedural condition for application, which is detailed operational regulation.""}, {""testo"": ""ai concorsi di progettazione che prevedono premi di partecipazione o versamenti a favore dei partecipanti"", ""layer"": ""L4"", ""motivo"": ""This sets a specific factual trigger for the rule’s application, characteristic of procedural-detail norms.""}, {""testo"": ""la soglia di cui all’articolo 4 è calcolata"", ""layer"": ""L4"", ""motivo"": ""This provides a technical method for calculating the threshold, which is a detailed implementation rule.""}, {""testo"": ""il valore complessivo dei premi e pagamenti"", ""layer"": ""L4"", ""motivo"": ""This is a numerical calculation criterion used to operationalize the legal threshold.""}]",0.0,10.0,0.0,90.0
32014L0024__articolo__79,32014L0024,32014L0024,articolo,79,ok,"[{""testo"": ""conformemente all’articolo 51, paragrafi da 2 a 6 e all’articolo 52"", ""layer"": ""L2"", ""motivo"": ""This cross-references higher-level codified procedural rules, showing a legislative-code level coordination rather than a self-standing operational rule.""}, {""testo"": ""Tali modelli di formulari sono stabiliti dalla Commissione mediante atti di esecuzione"", ""layer"": ""L3"", ""motivo"": ""This delegates the concrete specification of forms to implementing acts, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""Gli atti di esecuzione sono adottati secondo la procedura consultiva"", ""layer"": ""L3"", ""motivo"": ""This sets the adoption procedure for implementing measures, a classic sign of secondary regulatory implementation.""}, {""testo"": ""rendono nota la loro intenzione mediante un bando di concorso"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural obligation on contracting authorities regarding the publication instrument to be used.""}, {""testo"": ""devono essere in grado di comprovare la data di invio"", ""layer"": ""L4"", ""motivo"": ""This is a detailed evidentiary requirement tied to the notification procedure.""}, {""testo"": ""Possono tuttavia non essere pubblicate le informazioni"", ""layer"": ""L4"", ""motivo"": ""This creates an operational publication exception with practical enforcement consequences.""}]",0.0,20.0,25.0,55.0
32014L0024__articolo__80,32014L0024,32014L0024,articolo,80,ok,"[{""testo"": ""le amministrazioni aggiudicatrici applicano procedure conformi alle disposizioni del titolo I e del presente capo"", ""layer"": ""L2"", ""motivo"": ""This refers to a codified legal rule that frames the general procedure by reference to higher-level statutory provisions.""}, {""testo"": ""l’ammissione alla partecipazione ai concorsi di progettazione non può essere limitata"", ""layer"": ""L3"", ""motivo"": ""This is an implementing rule that operationalizes the general principle of open access by setting a binding application standard.""}, {""testo"": ""le amministrazioni aggiudicatrici stabiliscono criteri di selezione chiari e non discriminatori"", ""layer"": ""L3"", ""motivo"": ""This specifies how the rule must be applied in practice, but still at a regulatory-operational level rather than a purely technical one.""}, {""testo"": ""al territorio di un solo Stato membro o a una parte di esso"", ""layer"": ""L4"", ""motivo"": ""This is a detailed operational constraint defining a concrete admissibility limit.""}, {""testo"": ""i partecipanti ... debbano essere persone fisiche o persone giuridiche"", ""layer"": ""L4"", ""motivo"": ""This is a specific formal eligibility condition that functions as a procedural rule.""}, {""testo"": ""si tiene comunque conto della necessità di garantire un’effettiva concorrenza"", ""layer"": ""L4"", ""motivo"": ""This provides a concrete selection criterion tied to the mechanics of participant invitation.""}]",0.0,20.0,30.0,50.0
32014L0024__articolo__81,32014L0024,32014L0024,articolo,81,ok,"[{""testo"": ""La commissione giudicatrice è composta unicamente di persone fisiche indipendenti"", ""layer"": ""L4"", ""motivo"": ""This sets a concrete operational requirement for the composition of the evaluation commission.""}, {""testo"": ""almeno un terzo dei membri della commissione giudicatrice possiede tale qualifica"", ""layer"": ""L4"", ""motivo"": ""This establishes a precise numerical quota that directly governs the commission's makeup.""}, {""testo"": ""una qualifica equivalente"", ""layer"": ""L3"", ""motivo"": ""This introduces an application criterion that requires interpretive implementation in practice.""}]",0.0,0.0,20.0,80.0
32014L0024__articolo__82,32014L0024,32014L0024,articolo,82,ok,"[{""testo"": ""La commissione giudicatrice è autonoma nella sue decisioni e nei suoi pareri"", ""layer"": ""L4"", ""motivo"": ""This sets an operational rule on how the commission must act in the specific evaluation procedure, not a primary or codifying norm.""}, {""testo"": ""esamina i piani e i progetti presentati dai candidati in forma anonima"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete procedural modality for the examination of submissions, which is detailed application-level regulation.""}, {""testo"": ""iscrive in un verbale, firmato dai suoi membri"", ""layer"": ""L4"", ""motivo"": ""This imposes a formal documentation requirement with a specific procedural form, typical of operational norms.""}, {""testo"": ""L’anonimato dev’essere rispettato sino al parere o alla decisione"", ""layer"": ""L4"", ""motivo"": ""This establishes a precise procedural safeguard and timing rule, which is a detailed operational provision.""}, {""testo"": ""possono essere invitati, se necessario, a rispondere a quesiti"", ""layer"": ""L4"", ""motivo"": ""This regulates a concrete step in the procedure for clarifications, including the condition for activation.""}, {""testo"": ""È redatto un processo verbale completo del dialogo"", ""layer"": ""L4"", ""motivo"": ""This is a specific record-keeping obligation governing the procedure’s execution.""}]",0.0,0.0,0.0,100.0
32014L0024__articolo__83,32014L0024,32014L0024,articolo,83,ok,"[{""testo"": ""gli Stati membri assicurano che almeno i compiti di cui al presente articolo siano svolti da uno o più organismi, autorità o strutture"", ""layer"": ""L1"", ""motivo"": ""This sets a general institutional obligation for Member States and delegates implementation to national bodies, which is characteristic of primary framework norms.""}, {""testo"": ""gli Stati membri garantiscono il controllo dell’applicazione delle norme sugli appalti pubblici"", ""layer"": ""L2"", ""motivo"": ""This codifies a general legal duty within the procurement regime, defining an overarching obligation rather than operational detail.""}, {""testo"": ""Entro il 18 aprile 2017 e successivamente ogni tre anni gli Stati membri presentano alla Commissione una relazione di controllo"", ""layer"": ""L4"", ""motivo"": ""This contains a precise deadline and periodic reporting requirement, which are typical procedural-operational rules.""}, {""testo"": ""le «PMI» sono da intendersi quali definite nella raccomandazione 2003/361/CE"", ""layer"": ""L3"", ""motivo"": ""This is an interpretative cross-reference that specifies how a term is to be understood for application purposes, functioning as an implementing clarification.""}, {""testo"": ""orientamenti e informazioni per l’interpretazione e l’applicazione del diritto dell’Unione sugli appalti pubblici"", ""layer"": ""L3"", ""motivo"": ""This refers to guidance and informational support, which are soft-law/implementing tools that operationalize the primary rules.""}, {""testo"": ""Le amministrazioni aggiudicatrici conservano, almeno per la durata del contratto, copie di tutti i contratti conclusi aventi un valore pari o superiore a: a) 1 000 000 EUR ... b) 10 000 000 EUR"", ""layer"": ""L4"", ""motivo"": ""This imposes concrete retention duties and numerical thresholds, making it a detailed procedural provision.""}]",15.0,35.0,20.0,30.0
32014L0024__articolo__84,32014L0024,32014L0024,articolo,84,ok,"[{""testo"": ""\""Articolo 84 Relazioni uniche sulle procedure di aggiudicazione degli appalti\"""", ""layer"": ""L2"", ""motivo"": ""This is a directive-level provision that codifies a general reporting obligation within the procurement regime, rather than a mere implementing detail.""}, {""testo"": ""\""Le amministrazioni aggiudicatrici documentano lo svolgimento di tutte le procedure di aggiudicazione\"""", ""layer"": ""L3"", ""motivo"": ""This sets an operational implementation duty that specifies how the general procurement rules must be applied in practice.""}, {""testo"": ""\""La relazione non è richiesta\"""", ""layer"": ""L4"", ""motivo"": ""This is a concrete procedural exception that directly regulates when the reporting formality is waived.""}, {""testo"": ""\""contenente almeno le seguenti informazioni\"""", ""layer"": ""L4"", ""motivo"": ""This imposes a detailed content checklist for the report, which is a technical-procedural requirement.""}, {""testo"": ""\""La documentazione è conservata per almeno tre anni\"""", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline and retention rule, characteristic of operational procedural norms.""}, {""testo"": ""\""i nomi dei candidati o degli offerenti selezionati\"""", ""layer"": ""L4"", ""motivo"": ""This is a specific item of information to be recorded, showing a highly detailed procedural prescription.""}]",0.0,15.0,15.0,70.0
32014L0024__articolo__85,32014L0024,32014L0024,articolo,85,ok,"[{""testo"": ""Articolo 85 Presentazione di relazioni nazionali e informazioni statistiche"", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory provision within the directive framework, setting a general reporting obligation for Member States rather than a mere technical implementation detail.""}, {""testo"": ""Entro il 18 aprile 2017 e successivamente ogni tre anni"", ""layer"": ""L4"", ""motivo"": ""This introduces a precise periodic deadline, which is a classic procedural-operational rule.""}, {""testo"": ""gli Stati membri trasmettono alla Commissione ... una relazione statistica"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete filing obligation with a defined recipient and document type, making it operational in nature.""}, {""testo"": ""gli Stati membri mettono a disposizione della Commissione informazioni sulla loro organizzazione istituzionale"", ""layer"": ""L3"", ""motivo"": ""This concerns implementation and monitoring arrangements, which are regulatory/implementing in function.""}, {""testo"": ""iniziative nazionali adottate per fornire orientamenti o per assistere nell’attuazione"", ""layer"": ""L3"", ""motivo"": ""This refers to national guidance and assistance measures that support application of the directive, typical of soft-law or implementing norms.""}, {""testo"": ""Entro un termine ragionevole"", ""layer"": ""L4"", ""motivo"": ""Although flexible, it still imposes a procedural response deadline tied to a specific administrative request.""}]",0.0,85.0,10.0,5.0
32014L0024__articolo__86,32014L0024,32014L0024,articolo,86,ok,"[{""testo"": ""Gli Stati membri si prestano assistenza reciproca e adottano provvedimenti per una efficace cooperazione reciproca"", ""layer"": ""L2"", ""motivo"": ""This sets a general legal obligation for Member States within the directive’s framework, which is characteristic of codifying/transposition norms rather than detailed implementation.""}, {""testo"": ""assicurare lo scambio di informazioni"", ""layer"": ""L2"", ""motivo"": ""The provision defines a substantive cooperation duty and the general operational objective of the rule, typical of a legislative decree or codified norm.""}, {""testo"": ""Le autorità competenti ... si scambiano informazioni in conformità con le regole in materia di protezione dei dati personali"", ""layer"": ""L2"", ""motivo"": ""This establishes a binding procedural/legal standard by reference to higher-level data-protection rules, fitting the codification level.""}, {""testo"": ""in conformità con le regole in materia di protezione dei dati personali"", ""layer"": ""L3"", ""motivo"": ""The cross-reference to external regulatory rules indicates an implementing/operational specification of how the exchange must occur.""}, {""testo"": ""ai fini dello scambio di informazioni di cui alla presente direttiva"", ""layer"": ""L3"", ""motivo"": ""This frames the practical use of an administrative tool for application of the directive, which is typical of implementing norms.""}, {""testo"": ""entro il 18 aprile 2015 è avviato un progetto pilota"", ""layer"": ""L4"", ""motivo"": ""The fixed deadline and concrete operational action are detailed procedural elements characteristic of the most technical level.""}, {""testo"": ""istituito dal regolamento (UE) n. 1024/2012"", ""layer"": ""L1"", ""motivo"": ""The reference to the EU regulation serves as an enabling/external normative basis for the administrative cooperation mechanism, giving it a primary-framework function.""}, {""testo"": ""garantiscono la riservatezza delle informazioni che scambiano"", ""layer"": ""L1"", ""motivo"": ""This expresses a fundamental principle of confidentiality governing the cooperation regime, which is closer to primary normative guidance than to detailed procedure.""}]",10.0,70.0,10.0,10.0
32014L0024__articolo__87,32014L0024,32014L0024,articolo,87,ok,"[{""testo"": ""Il potere di adottare atti delegati è conferito alla Commissione"", ""layer"": ""L1"", ""motivo"": ""This establishes a primary enabling rule that delegates normative power, which is characteristic of the foundational legal framework.""}, {""testo"": ""alle condizioni stabilite nel presente articolo"", ""layer"": ""L1"", ""motivo"": ""This sets the general legal conditions for the delegation itself, not operational procedures or detailed implementation.""}, {""testo"": ""può essere revocata in qualsiasi momento dal Parlamento europeo o dal Consiglio"", ""layer"": ""L1"", ""motivo"": ""This defines the constitutional-type control mechanism over delegated rule-making authority, a structural norm at the primary level.""}]",100.0,0.0,0.0,0.0
