segment_id,celex,node_id,articolo_id,llm_status,pct__Scope_and_applicability_provisions,pct__Empowering_and_enabling_provisions,pct__Delegation_and_empowerment_clauses,pct__Scope-limiting_exceptions,pct__Incorporation_by_reference_clauses,pct__Procedural_coordination_and_consultation_clauses,pct__Procedural_safeguards_and_confidentiality,pct__Operational_flexibility_and_derogation_clauses,pct__Procedural_notification_and_reporting_clauses,pct__Implementation_and_reporting_duties,pct__Operational_procedural_provisions
32005R0184__articolo__11,32005R0184,32005R0184,11,ok,0.0,0.0,0.0,0.0,35.0,40.0,0.0,0.0,0.0,0.0,25.0
32005R0184__articolo__12,32005R0184,32005R0184,12,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
32005R0184__articolo__13,32005R0184,32005R0184,13,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32009R0707__articolo__1,32009R0707,32009R0707,1,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32009R0707__articolo__2,32009R0707,32009R0707,2,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32007D0414__articolo__1,32007D0414,32007D0414,1,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32007D0414__articolo__2,32007D0414,32007D0414,2,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__1,32012R1219,32012R1219,1,ok,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__2,32012R1219,32012R1219,2,ok,5.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,35.0,15.0,20.0
32012R1219__articolo__3,32012R1219,32012R1219,3,ok,30.0,20.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__4,32012R1219,32012R1219,4,ok,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,35.0,50.0,0.0
32012R1219__articolo__5,32012R1219,32012R1219,5,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__6_p1,32012R1219,32012R1219,6_p1,ok,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
32012R1219__articolo__6_p2,32012R1219,32012R1219,6_p2,ok,0.0,20.0,0.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__6_p3,32012R1219,32012R1219,6_p3,ok,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__7,32012R1219,32012R1219,7,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__8_p1,32012R1219,32012R1219,8_p1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__8_p2,32012R1219,32012R1219,8_p2,ok,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,65.0,0.0,0.0
32012R1219__articolo__8_p3,32012R1219,32012R1219,8_p3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__8_p4,32012R1219,32012R1219,8_p4,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__8_p5,32012R1219,32012R1219,8_p5,ok,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__8_p6,32012R1219,32012R1219,8_p6,ok,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,50.0,0.0,0.0
32012R1219__articolo__9_p1,32012R1219,32012R1219,9_p1,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p2,32012R1219,32012R1219,9_p2,ok,0.0,85.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p3,32012R1219,32012R1219,9_p3,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p4,32012R1219,32012R1219,9_p4,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p5,32012R1219,32012R1219,9_p5,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p6,32012R1219,32012R1219,9_p6,parse_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p7,32012R1219,32012R1219,9_p7,ok,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__9_p8,32012R1219,32012R1219,9_p8,ok,0.0,35.0,0.0,0.0,25.0,20.0,0.0,0.0,10.0,0.0,10.0
32012R1219__articolo__9_p9,32012R1219,32012R1219,9_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32012R1219__articolo__9_p10,32012R1219,32012R1219,9_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__9_p11,32012R1219,32012R1219,9_p11,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
32012R1219__articolo__10,32012R1219,32012R1219,10,ok,0.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__11_p1,32012R1219,32012R1219,11_p1,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__11_p2,32012R1219,32012R1219,11_p2,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
32012R1219__articolo__11_p3,32012R1219,32012R1219,11_p3,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__11_p4,32012R1219,32012R1219,11_p4,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__11_p5,32012R1219,32012R1219,11_p5,ok,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__11_p6,32012R1219,32012R1219,11_p6,ok,0.0,10.0,0.0,0.0,20.0,30.0,0.0,0.0,15.0,0.0,25.0
32012R1219__articolo__11_p7,32012R1219,32012R1219,11_p7,ok,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,20.0,0.0
32012R1219__articolo__11_p8,32012R1219,32012R1219,11_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__11_p9,32012R1219,32012R1219,11_p9,ok,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0
32012R1219__articolo__12_p1,32012R1219,32012R1219,12_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__12_p2,32012R1219,32012R1219,12_p2,ok,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
32012R1219__articolo__12_p3,32012R1219,32012R1219,12_p3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__12_p4,32012R1219,32012R1219,12_p4,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__12_p5,32012R1219,32012R1219,12_p5,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__12_p6,32012R1219,32012R1219,12_p6,ok,0.0,0.0,0.0,0.0,20.0,30.0,0.0,10.0,20.0,0.0,20.0
32012R1219__articolo__12_p7,32012R1219,32012R1219,12_p7,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__12_p8,32012R1219,32012R1219,12_p8,ok,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0
32012R1219__articolo__12_p9,32012R1219,32012R1219,12_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32012R1219__articolo__12_p10,32012R1219,32012R1219,12_p10,ok,0.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,40.0
32012R1219__articolo__13_p1,32012R1219,32012R1219,13_p1,ok,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__13_p2,32012R1219,32012R1219,13_p2,ok,0.0,20.0,0.0,0.0,10.0,55.0,0.0,0.0,15.0,0.0,0.0
32012R1219__articolo__13_p3,32012R1219,32012R1219,13_p3,ok,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,45.0,0.0,30.0
32012R1219__articolo__13_p4,32012R1219,32012R1219,13_p4,ok,0.0,15.0,0.0,0.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0
32012R1219__articolo__14,32012R1219,32012R1219,14,ok,0.0,0.0,0.0,0.0,15.0,10.0,75.0,0.0,0.0,0.0,0.0
32012R1219__articolo__15,32012R1219,32012R1219,15,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0
32012R1219__articolo__16,32012R1219,32012R1219,16,ok,0.0,0.0,20.0,0.0,55.0,20.0,0.0,0.0,0.0,0.0,5.0
32012R1219__articolo__17,32012R1219,32012R1219,17,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32023R1472__articolo__1,32023R1472,32023R1472,1,ok,5.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,40.0,10.0
32023R1472__articolo__2,32023R1472,32023R1472,2,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__1_p1,32022R2560,32022R2560,1_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__1_p2,32022R2560,32022R2560,1_p2,ok,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
32022R2560__articolo__1_p3,32022R2560,32022R2560,1_p3,ok,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
32022R2560__articolo__2_p1,32022R2560,32022R2560,2_p1,ok,45.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p2,32022R2560,32022R2560,2_p2,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p3,32022R2560,32022R2560,2_p3,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p4,32022R2560,32022R2560,2_p4,ok,45.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p5,32022R2560,32022R2560,2_p5,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p6,32022R2560,32022R2560,2_p6,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p7,32022R2560,32022R2560,2_p7,ok,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__2_p8,32022R2560,32022R2560,2_p8,ok,72.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p1,32022R2560,32022R2560,3_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p2,32022R2560,32022R2560,3_p2,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p3,32022R2560,32022R2560,3_p3,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p4,32022R2560,32022R2560,3_p4,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p5,32022R2560,32022R2560,3_p5,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p6,32022R2560,32022R2560,3_p6,ok,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
32022R2560__articolo__3_p7,32022R2560,32022R2560,3_p7,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p8,32022R2560,32022R2560,3_p8,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__3_p9,32022R2560,32022R2560,3_p9,ok,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
32022R2560__articolo__4_p1,32022R2560,32022R2560,4_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p2,32022R2560,32022R2560,4_p2,ok,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
32022R2560__articolo__4_p3,32022R2560,32022R2560,4_p3,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p4,32022R2560,32022R2560,4_p4,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p5,32022R2560,32022R2560,4_p5,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p6,32022R2560,32022R2560,4_p6,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p7,32022R2560,32022R2560,4_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__4_p8,32022R2560,32022R2560,4_p8,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p9,32022R2560,32022R2560,4_p9,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__4_p10,32022R2560,32022R2560,4_p10,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p1,32022R2560,32022R2560,5_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p2,32022R2560,32022R2560,5_p2,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p3,32022R2560,32022R2560,5_p3,ok,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p4,32022R2560,32022R2560,5_p4,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__5_p5,32022R2560,32022R2560,5_p5,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p6,32022R2560,32022R2560,5_p6,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__5_p7,32022R2560,32022R2560,5_p7,ok,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
32022R2560__articolo__5_p8,32022R2560,32022R2560,5_p8,ok,0.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,10.0
32022R2560__articolo__6,32022R2560,32022R2560,6,ok,0.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0
32022R2560__articolo__7_p1,32022R2560,32022R2560,7_p1,ok,0.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0
32022R2560__articolo__7_p2,32022R2560,32022R2560,7_p2,ok,0.0,60.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p3,32022R2560,32022R2560,7_p3,ok,0.0,85.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0
32022R2560__articolo__7_p4,32022R2560,32022R2560,7_p4,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__7_p5,32022R2560,32022R2560,7_p5,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p6,32022R2560,32022R2560,7_p6,ok,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p7,32022R2560,32022R2560,7_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__7_p8,32022R2560,32022R2560,7_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__7_p9,32022R2560,32022R2560,7_p9,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p10,32022R2560,32022R2560,7_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32022R2560__articolo__7_p11,32022R2560,32022R2560,7_p11,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p12,32022R2560,32022R2560,7_p12,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p13,32022R2560,32022R2560,7_p13,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p14,32022R2560,32022R2560,7_p14,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p15,32022R2560,32022R2560,7_p15,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__7_p16,32022R2560,32022R2560,7_p16,ok,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
32022R2560__articolo__8,32022R2560,32022R2560,8,ok,25.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__9,32022R2560,32022R2560,9,ok,10.0,70.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__10_p1,32022R2560,32022R2560,10_p1,ok,0.0,55.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,25.0
32022R2560__articolo__10_p2,32022R2560,32022R2560,10_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__10_p3,32022R2560,32022R2560,10_p3,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__10_p4,32022R2560,32022R2560,10_p4,ok,0.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,50.0,0.0,0.0
32022R2560__articolo__10_p5,32022R2560,32022R2560,10_p5,ok,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
32022R2560__articolo__10_p6,32022R2560,32022R2560,10_p6,ok,0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,55.0
32022R2560__articolo__10_p7,32022R2560,32022R2560,10_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32022R2560__articolo__10_p8,32022R2560,32022R2560,10_p8,ok,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0
32022R2560__articolo__10_p9,32022R2560,32022R2560,10_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
32022R2560__articolo__10_p10,32022R2560,32022R2560,10_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,35.0,0.0,50.0
32022R2560__articolo__11_p1,32022R2560,32022R2560,11_p1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__11_p2,32022R2560,32022R2560,11_p2,ok,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0
32022R2560__articolo__11_p3,32022R2560,32022R2560,11_p3,ok,0.0,70.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p4,32022R2560,32022R2560,11_p4,ok,0.0,80.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p5,32022R2560,32022R2560,11_p5,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p6,32022R2560,32022R2560,11_p6,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p7,32022R2560,32022R2560,11_p7,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p8,32022R2560,32022R2560,11_p8,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__11_p9,32022R2560,32022R2560,11_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__12_p1,32022R2560,32022R2560,12_p1,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__12_p2,32022R2560,32022R2560,12_p2,ok,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__12_p3,32022R2560,32022R2560,12_p3,ok,0.0,15.0,0.0,0.0,35.0,50.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__12_p4,32022R2560,32022R2560,12_p4,ok,0.0,25.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0
32022R2560__articolo__12_p5,32022R2560,32022R2560,12_p5,ok,0.0,5.0,0.0,25.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
32022R2560__articolo__13_p1,32022R2560,32022R2560,13_p1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__13_p2,32022R2560,32022R2560,13_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p3,32022R2560,32022R2560,13_p3,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p4,32022R2560,32022R2560,13_p4,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p5,32022R2560,32022R2560,13_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__13_p6,32022R2560,32022R2560,13_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__13_p7,32022R2560,32022R2560,13_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p8,32022R2560,32022R2560,13_p8,ok,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,40.0
32022R2560__articolo__13_p9,32022R2560,32022R2560,13_p9,ok,0.0,15.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,50.0,0.0
32022R2560__articolo__13_p10,32022R2560,32022R2560,13_p10,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p11,32022R2560,32022R2560,13_p11,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p12,32022R2560,32022R2560,13_p12,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__13_p13,32022R2560,32022R2560,13_p13,ok,0.0,10.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,55.0
32022R2560__articolo__13_p14,32022R2560,32022R2560,13_p14,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__13_p15,32022R2560,32022R2560,13_p15,ok,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p1,32022R2560,32022R2560,14_p1,ok,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
32022R2560__articolo__14_p2,32022R2560,32022R2560,14_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p3,32022R2560,32022R2560,14_p3,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p4,32022R2560,32022R2560,14_p4,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__14_p5,32022R2560,32022R2560,14_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32022R2560__articolo__14_p6,32022R2560,32022R2560,14_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,70.0
32022R2560__articolo__14_p7,32022R2560,32022R2560,14_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,40.0
32022R2560__articolo__14_p8,32022R2560,32022R2560,14_p8,ok,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
32022R2560__articolo__14_p9,32022R2560,32022R2560,14_p9,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p10,32022R2560,32022R2560,14_p10,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p11,32022R2560,32022R2560,14_p11,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p12,32022R2560,32022R2560,14_p12,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p13,32022R2560,32022R2560,14_p13,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
32022R2560__articolo__14_p14,32022R2560,32022R2560,14_p14,ok,0.0,70.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__14_p15,32022R2560,32022R2560,14_p15,ok,0.0,35.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,20.0,30.0
32022R2560__articolo__14_p16,32022R2560,32022R2560,14_p16,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32022R2560__articolo__15,32022R2560,32022R2560,15,ok,0.0,70.0,0.0,10.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0
