Id,layer,confidence,motivation,input_source,classification_status,dominant_layer,purity,G1,G2,G3,G4,G5
32010D0166,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32010R0575,,,Atto tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32011R0580,,,Atto legislativo con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32011R1197,,,Aggiornamento tecnico lista vettori vietati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32012R0531,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32013D0041,,,Decisione PSC con riferimenti a trattati e procedure operative,preamble,ok,G2,0.4,10.0,40.0,30.0,20.0,0.0
32013D0208,,,Legge quadro con riferimenti a principi e linee guida,preamble,ok,G2,0.7,20.0,70.0,0.0,10.0,0.0
32013R1285,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,10.0,0.0,0.0
32013R1391,,,Atto delegato tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32014D0645,,,Decisione PSC con riferimenti a trattati e procedure,preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32014R0473,,,"Atto tecnico basato su delega, con riferimenti ai trattati.",preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32014R1222,,,Regolamento tecnico che specifica metodologia G-SII,preamble,ok,G3,0.6,10.0,30.0,60.0,0.0,0.0
32015R1976,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32016D0289,,,Decisione di infrazione con riferimenti ai trattati,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32016R0369,,,Principi e quadro legislativo con riferimenti,preamble,ok,G2,0.6,30.0,60.0,0.0,10.0,0.0
32016R0480,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32016R1033,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32017H1584,,,"Principi, regole quadro, dettagli tecnici, linee guida",preamble,ok,G3,0.4,10.0,30.0,40.0,20.0,0.0
32018H0624,,,Raccomandazioni non vincolanti con riferimenti ai Trattati,preamble,ok,G4,0.9,10.0,0.0,0.0,90.0,0.0
32018O0003R(01),,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018R1212,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019D1118,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019D1310,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019R0254,,,Regolamento tecnico basato su legge quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020D0471,,,Decisione del Consiglio con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32020D1016,,,Decisione tecnica con riferimenti a trattati e quadro normativo,preamble,ok,G3,0.4,10.0,30.0,40.0,10.0,10.0
32020L1828,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32020R0204R(01),,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R0855,,,Regolamento delegato con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R1627,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R1818,,,Regolamento delegato con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32021D0813,,,Decisione del Consiglio con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32021R0637,,,Implementazione tecnica di regolamenti delegati,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32022D1014,,,Legge quadro con riferimenti a trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32022D1334R(01),,,Decisione CFSP che estende mandato missione,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32022D2443,,,Decisione CFSP con base nei Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32022R2370,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32023D0468,,,"Modifica tecnica di allegato, riferimenti a trattati e linee guida.",preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023R1769,,,Regolamento tecnico delegato con riferimenti a principi e quadro,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32023R1782,,,Regolamento quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32023R2070,,,"Atto tecnico basato su delega, con riferimenti a principi e direttive.",preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024D1059,,,Atto legislativo con riferimenti a trattati e mandati operativi,preamble,ok,G2,0.6,20.0,60.0,10.0,5.0,5.0
32024D1567,,,"Decisione PSC su mandato missione, quadro operativo",preamble,ok,G2,0.7,10.0,70.0,10.0,0.0,10.0
32024D2164,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32024D2988,,,Decisione quadro con riferimenti ai trattati,preamble,ok,G2,0.7,20.0,70.0,0.0,10.0,0.0
32024D3136,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024D3223,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R2059,,,Atto tecnico basato su regolamento quadro,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R2514,,,Specifica dati tecnici per scambio informazioni,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32024R3005,,,Legge quadro con riferimenti a principi e linee guida,preamble,ok,G2,0.7,20.0,70.0,0.0,10.0,0.0
32025D0334,,,Decisione CFSP con principi e regole operative,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32025R0327,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
62000TJ0324,,,Sentenza pura su aiuti di Stato,title,ok,G5,1.0,0.0,0.0,0.0,0.0,100.0
62001TJ0157,,,Sentenza pura di controllo giurisdizionale,title,ok,G5,1.0,0.0,0.0,0.0,0.0,100.0
62005TJ0354,,,Sentenza pura di annullamento e interpretazione,title,ok,G5,1.0,0.0,0.0,0.0,0.0,100.0
62005TJ0424,,,Sentenza pura su aiuti di Stato,title,ok,G5,1.0,0.0,0.0,0.0,0.0,100.0
62010CJ0614,,,Sentenza CGUE su infrazione e interpretazione,title,ok,G5,0.8,10.0,10.0,0.0,0.0,80.0
32004R2006,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32005L0089,,,Direttiva con principi e regole operative,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32006D0771,,,Principi e quadro legislativo misti,preamble,ok,G2,0.6,30.0,60.0,5.0,5.0,0.0
32006E0304,,,Principi e quadro operativo con dettagli,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32006R1543,,,Regolamento di esecuzione tecnica con riferimenti ai trattati,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32007L0036R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32008D0673,,,Decisione tecnica con riferimenti a trattati e raccomandazioni,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32008E0314,,,Atto legislativo quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32008L0057,,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32008R0106,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32009D0902,,,Atto legislativo con riferimenti a principi e linee guida,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32009D0971,,,Decisione di infrazione con riferimenti ai trattati,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32009H0329,,,Legge quadro con riferimenti a trattati e dettagli tecnici,preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32009H0848,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32009R0663R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,10.0,0.0,0.0
32010D0224,,,Approvazione accordo internazionale con riferimenti ai Trattati,preamble,ok,G2,0.7,30.0,70.0,0.0,0.0,0.0
32010D0661,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32010L0013R(01),,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32011D0292,,,Decisione quadro con principi e regole operative,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32011H0622,,,Raccomandazione tecnica con riferimenti a regolamenti,preamble,ok,G4,0.6,10.0,0.0,30.0,60.0,0.0
32011R0451,,,"Regolamento anti-dumping con principi, regole e dettagli",preamble,ok,G2,0.6,10.0,60.0,20.0,5.0,5.0
32012D0088,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32013D0533,,,Decisione del Consiglio con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32013D0664,,,Decisione di infrazione con riferimenti ai trattati,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32013R1382,,,Principi fondanti e legge quadro,preamble,ok,G2,0.7,30.0,70.0,0.0,0.0,0.0
32014D0132,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32014D0401,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32014L0057,,,Legislazione quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32014O0043,,,Linea guida tecnica con riferimenti normativi,preamble,ok,G3,0.4,10.0,20.0,40.0,30.0,0.0
32014R0223,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32015R0479R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32015R2402,,,Atto tecnico con riferimenti a principi e linee guida.,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32016L1148,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32016R0758,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017D0652,,,Decisione di registrazione ECI con riferimento a sentenza,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32017R0389,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32017R0571,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018D1688,,,Decisione tecnica con deroghe specifiche,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018R0841,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32018R1807,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32019D1298,,,Principi e quadro con riferimenti esterni,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32019R0496,,,Legge quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32019R0715,,,Regolamento delegato con dettagli tecnici e riferimenti a trattati,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32019R1745,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020D0434,,,Decisione quadro con riferimenti a trattati e dettagli operativi,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32020D0955,,,Decisione CFSP con base nei Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32020D1023,,,Atto di esecuzione tecnica con riferimenti a principi,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020D1133,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32020R0389,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020R1229,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020R1318,,,"Riferimenti a trattati e regolamenti quadro, dettagli tecnici prevalenti",preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R2171,,,Legge quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32021D1143R(01),,,Atto legislativo con principi e regole operative,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32021H2279,,,Raccomandazione con riferimenti a trattati e metodi tecnici,preamble,ok,G4,0.4,10.0,20.0,30.0,40.0,0.0
32021R1352,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022D0430R(01),,,Principi e regole quadro con dettagli,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32022D0591,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32022D0809,,,Decisione del Consiglio che modifica misura assistenza,preamble,ok,G2,0.8,10.0,80.0,5.0,0.0,5.0
32022D1968,,,Principi fondanti e regole operative,preamble,ok,G2,0.7,30.0,70.0,0.0,0.0,0.0
32022R1369,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32022R1856,,,Regolamento tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R2303,,,Atto di esecuzione con riferimenti a principi e regole,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32022R2311,,,Regolamento delegato con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R2453R(01),,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.85,10.0,0.0,85.0,5.0,0.0
32023D0940R(01),,,Decisione del Consiglio con base giuridica e procedure,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32023D1440,,,Decisione quadro con principi e dettagli operativi,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32023D1532,,,Decisione CFSP con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32023D1601,,,Decisione CFSP con principi e regole operative,preamble,ok,G2,0.7,20.0,70.0,0.0,10.0,0.0
32023R0996,,,Aggiornamento tecnico di allegato,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32023R1113,,,Regolamento quadro con riferimenti ai trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32023R1781,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32023R2406,,,Decisione quadro con principi e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32024D0577,,,Principi fondanti e regole operative,preamble,ok,G2,0.6,40.0,60.0,0.0,0.0,0.0
32024D0758,,,Decisione del Consiglio con base nei Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32024L1499R(01),,,Direttiva con principi e regole quadro,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32024R0163,,,Regolamento delegato con riferimenti a principi e direttive,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R0576,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32024R0912,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R1281,,,Atto tecnico di aggiornamento riferimenti,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R2493R(01),,,Atto di esecuzione tecnica con riferimenti a principi,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32025L0516,,,Direttiva quadro con riferimenti ai trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32025R0392,,,Regolamento quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
62003CJ0172,,,Sentenza CGUE con principi interpretativi,title,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
62003CJ0253,,,Sentenza CGUE su interpretazione principi,title,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
62009CJ0138,,,Sentenza CGUE con interpretazione principi,title,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
62012CJ0262,,,Sentenza CGUE su aiuti di Stato,title,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
62018CJ0385,,,Sentenza CGUE su aiuti di Stato,title,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
32006D0737,,,Decisione di infrazione con riferimenti a trattati e direttive,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32006L0059,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32006L0087,,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32007R1043,,,Regolamento tecnico di esecuzione con riferimenti a norme quadro,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32008D0017,,,"Cita trattati, stabilisce regole quadro e dettagli tecnici",preamble,ok,G2,0.4,20.0,40.0,30.0,10.0,0.0
32008D0420,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32008D0608,,,Decisione del Consiglio su adozione euro,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32008D0797,,,Decisione del Consiglio con base giuridica,preamble,ok,G2,0.7,30.0,70.0,0.0,0.0,0.0
32008F0947R(03),,,Principi e regole quadro con dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32008H0594,,,"Mescola principi, regole quadro, dettagli tecnici e linee guida",preamble,ok,G2,0.4,20.0,40.0,20.0,20.0,0.0
32008R0683,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32008R0800,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32009H0387,,,"Principi, quadro, linee guida misti",preamble,ok,G2,0.4,20.0,40.0,10.0,30.0,0.0
32010D0330,,,Atto legislativo con principi e dettagli operativi,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32011D0346,,,Decisione di infrazione con riferimenti procedurali,preamble,ok,G5,0.4,10.0,20.0,30.0,0.0,40.0
32011D0411,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32011R0445,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32011R0513,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32012D0238,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32012D0627,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32012D0630,,,Regolamento tecnico basato su delega,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32012D0994,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32013D0042,,,Decisione tecnica con riferimenti a trattati e linee guida,preamble,ok,G3,0.4,10.0,30.0,40.0,20.0,0.0
32013D0254,,,Decisione PSC con riferimenti a trattati e regole operative,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32013L0012,,,Adattamento atti per accessione Croazia,preamble,ok,G2,0.6,20.0,60.0,10.0,5.0,5.0
32013L0040,,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32013R0611,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32014D0245,,,Regolamento delegato con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32014D0536,,,Deroga tecnica con riferimenti a trattati e direttive,preamble,ok,G3,0.4,10.0,20.0,40.0,20.0,10.0
32014D0746,,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32014H0724,,,"Atto misto con principi, regole quadro e dettagli tecnici",preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32014R0599,,,Legge quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32014R0799,,,Regolamento tecnico per modelli di report,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32014R0802,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32014R1375,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32015D0347,,,Atto di esecuzione con riferimenti a regolamenti e decisioni,preamble,ok,G3,0.5,10.0,20.0,50.0,20.0,0.0
32015D2363,,,"Modifica allegato tecnico, basata su accordo e regolamenti",preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32015R0840,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32015R1970,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32015R2219,,,Legge quadro con riferimenti a principi,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32016D1711,,,Riferimento a Trattato e modifica misura restrittiva,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32016L2341R(02),,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32016R0958,,,Regolamento delegato con dettagli tecnici e principi,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32016R1675,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017D1438,,,Decisione tecnica con riferimenti a mandati e standard,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017R0390R(01),,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32018R0540,,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018R1690,,,Regolamento di esecuzione con dettagli procedurali,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019O0016,,,Decisione BCE con principi e regole operative,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32019R2099R(01),,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32020B0227,,,Atto legislativo con riferimenti a trattati e procedure,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32020D0266,,,Atto legislativo quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32020D1015,,,Decisione istituzionale con riferimenti a trattati e regolamenti,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32020D1562,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020L0700,,,Legge quadro con riferimenti a trattati e prassi,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32020R1406,,,Regolamento tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32021D1875,,,Legge quadro con riferimenti ai trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32021O2256,,,Linea guida con principi e riferimenti normativi,preamble,ok,G4,0.7,10.0,20.0,0.0,70.0,0.0
32021R0240R(01),,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32021R0765,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32021R0775,,,Regolamento delegato con dettagli tecnici e riferimenti a trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32021R1148,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32022D0763,,,Decisione su aiuti di Stato con riferimenti procedurali,preamble,ok,G3,0.3,10.0,20.0,30.0,30.0,10.0
32022D1970,,,Decisione del Consiglio con riferimenti ai Trattati,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32022D2478R(01),,,Decisione del Consiglio con principi e regole operative,preamble,ok,G2,0.7,20.0,70.0,10.0,0.0,0.0
32022D2575,,,Decisione quadro con riferimenti a trattati e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,20.0,0.0,0.0
32022R1930,,,Atto delegato con dettagli tecnici e considerazioni,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023D1681,,,Atto tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32023L1544,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32023R1626,,,Regolamento delegato con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023R1679,,,Decisione tecnica basata su regolamenti esistenti,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023R2533,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32023R2765,,,Attuazione tecnica di misure antiterrorismo,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024D0656,,,Atto quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
